university,yop_kodu,year,program,tercih_sayisi
istanbul_29_mayis_universitesi,202210028,2022,Felsefe,7
istanbul_29_mayis_universitesi,202210028,2022,Fizik,3
istanbul_29_mayis_universitesi,202210028,2022,Hukuk,1
istanbul_29_mayis_universitesi,202210028,2022,İlahiyat,9
istanbul_29_mayis_universitesi,202210028,2022,İlahiyat (M.T.O.K.),5
istanbul_29_mayis_universitesi,202210028,2022,Psikoloji,8
istanbul_29_mayis_universitesi,202210028,2022,Sınıf Öğretmenliği,1
istanbul_29_mayis_universitesi,202210028,2023,Felsefe,18
istanbul_29_mayis_universitesi,202210028,2023,İletişim,1
istanbul_29_mayis_universitesi,202210028,2023,İletişim ve Tasarımı,1
istanbul_29_mayis_universitesi,202210028,2023,Reklamcılık,2
istanbul_29_mayis_universitesi,202210028,2023,Sanat Tarihi,2
istanbul_29_mayis_universitesi,202210028,2023,Sosyoloji,2
istanbul_29_mayis_universitesi,202210028,2023,Türk Dili ve Edebiyatı,1
istanbul_29_mayis_universitesi,202210028,2024,Bilim Tarihi,2
istanbul_29_mayis_universitesi,202210028,2024,Ekonomi,2
istanbul_29_mayis_universitesi,202210028,2024,Ekonomi Ve Finans,2
istanbul_29_mayis_universitesi,202210028,2024,Felsefe,15
istanbul_29_mayis_universitesi,202210028,2024,Film Tasarımı Ve Yönetimi,1
istanbul_29_mayis_universitesi,202210028,2024,Halkla İlişkiler Ve Reklamcılık,1
istanbul_29_mayis_universitesi,202210028,2024,İktisat,3
istanbul_29_mayis_universitesi,202210028,2024,İlahiyat,1
istanbul_29_mayis_universitesi,202210028,2024,İşletme,3
istanbul_29_mayis_universitesi,202210028,2024,Kültür Ve İletişim Bilimleri,1
istanbul_29_mayis_universitesi,202210028,2024,Okul Öncesi Öğretmenliği,1
istanbul_29_mayis_universitesi,202210028,2024,Psikoloji,2
istanbul_29_mayis_universitesi,202210028,2024,"Radyo, Televizyon Ve Sinema",1
istanbul_29_mayis_universitesi,202210028,2024,Rehberlik Ve Psikolojik Danışmanlık,2
istanbul_29_mayis_universitesi,202210028,2024,Siyaset Bilimi Ve Kamu Yönetimi,3
istanbul_29_mayis_universitesi,202210028,2024,Siyaset Bilimi Ve Uluslararası İlişkiler,2
istanbul_29_mayis_universitesi,202210028,2024,Sosyal Hizmet,2
istanbul_29_mayis_universitesi,202210028,2024,Sosyoloji,4
istanbul_29_mayis_universitesi,202210028,2024,Tarih,5
istanbul_29_mayis_universitesi,202210028,2024,Türk Dili Ve Edebiyatı,3
istanbul_29_mayis_universitesi,202210028,2024,Türkçe Öğretmenliği,2
istanbul_29_mayis_universitesi,202210028,2024,Uluslararası İlişkiler,2
istanbul_29_mayis_universitesi,202210028,2024,Uluslararası Ticaret Ve İşletmecilik,1
istanbul_29_mayis_universitesi,202210028,2024,Yeni Medya Ve İletişim,2
istanbul_29_mayis_universitesi,202210046,2022,Arapça Mütercim ve Tercümanlık (Fakülte),2
istanbul_29_mayis_universitesi,202210046,2022,Arkeoloji ve Sanat Tarihi,1
istanbul_29_mayis_universitesi,202210046,2022,Medya ve Görsel Sanatlar,1
istanbul_29_mayis_universitesi,202210046,2022,Siyaset Bilimi ve Uluslararası İlişkiler,1
istanbul_29_mayis_universitesi,202210046,2022,Tarih,35
istanbul_29_mayis_universitesi,202210046,2022,Türk Dili ve Edebiyatı,1
istanbul_29_mayis_universitesi,202210046,2022,Türk Dili ve Edebiyatı Öğretmenliği,1
istanbul_29_mayis_universitesi,202210046,2022,Yeni Medya ve İletişim,1
istanbul_29_mayis_universitesi,202210046,2023,Felsefe,1
istanbul_29_mayis_universitesi,202210046,2023,Halkla İlişkiler ve Reklamcılık (Fakülte),2
istanbul_29_mayis_universitesi,202210046,2023,İletişim,1
istanbul_29_mayis_universitesi,202210046,2023,İngilizce Mütercim ve Tercümanlık (Fakülte),1
istanbul_29_mayis_universitesi,202210046,2023,İspanyol Dili ve Edebiyatı,2
istanbul_29_mayis_universitesi,202210046,2023,"Radyo, Televizyon ve Sinema",1
istanbul_29_mayis_universitesi,202210046,2023,Tarih,18
istanbul_29_mayis_universitesi,202210046,2023,Türk Dili ve Edebiyatı,5
istanbul_29_mayis_universitesi,202210046,2023,Türkçe Öğretmenliği,2
istanbul_29_mayis_universitesi,202210046,2023,Yeni Medya ve İletişim,2
istanbul_29_mayis_universitesi,202210046,2023,Yönetim Bilişim Sistemleri (Fakülte),1
istanbul_29_mayis_universitesi,202210046,2024,Arapça Mütercim Ve Tercümanlık,1
istanbul_29_mayis_universitesi,202210046,2024,Ekonometri,1
istanbul_29_mayis_universitesi,202210046,2024,Ekonomi,1
istanbul_29_mayis_universitesi,202210046,2024,Fransız Dili Ve Edebiyatı,1
istanbul_29_mayis_universitesi,202210046,2024,Gazetecilik,1
istanbul_29_mayis_universitesi,202210046,2024,Halkla İlişkiler Ve Tanıtım,1
istanbul_29_mayis_universitesi,202210046,2024,İktisat,3
istanbul_29_mayis_universitesi,202210046,2024,İlahiyat,4
istanbul_29_mayis_universitesi,202210046,2024,İletişim,1
istanbul_29_mayis_universitesi,202210046,2024,İngilizce Öğretmenliği,1
istanbul_29_mayis_universitesi,202210046,2024,İslami İlimler,2
istanbul_29_mayis_universitesi,202210046,2024,İspanyol Dili Ve Edebiyatı,1
istanbul_29_mayis_universitesi,202210046,2024,İtalyan Dili Ve Edebiyatı,1
istanbul_29_mayis_universitesi,202210046,2024,İç Mimarlık Ve Çevre Tasarımı,1
istanbul_29_mayis_universitesi,202210046,2024,İşletme,2
istanbul_29_mayis_universitesi,202210046,2024,Japon Dili Ve Edebiyatı,1
istanbul_29_mayis_universitesi,202210046,2024,Kore Dili Ve Edebiyatı,1
istanbul_29_mayis_universitesi,202210046,2024,Kültür Ve İletişim Bilimleri,1
istanbul_29_mayis_universitesi,202210046,2024,Lojistik Yönetimi,2
istanbul_29_mayis_universitesi,202210046,2024,Maliye,1
istanbul_29_mayis_universitesi,202210046,2024,Protohistorya Ve Ön Asya Arkeolojisi,1
istanbul_29_mayis_universitesi,202210046,2024,Psikoloji,4
istanbul_29_mayis_universitesi,202210046,2024,"Radyo, Televizyon Ve Sinema",2
istanbul_29_mayis_universitesi,202210046,2024,Rehberlik Ve Psikolojik Danışmanlık,8
istanbul_29_mayis_universitesi,202210046,2024,Reklamcılık,1
istanbul_29_mayis_universitesi,202210046,2024,Rus Dili Ve Edebiyatı,1
istanbul_29_mayis_universitesi,202210046,2024,Sanat Tarihi,2
istanbul_29_mayis_universitesi,202210046,2024,Sanat Ve Kültür Yönetimi,1
istanbul_29_mayis_universitesi,202210046,2024,Siyaset Bilimi Ve Uluslararası İlişkiler,3
istanbul_29_mayis_universitesi,202210046,2024,Sosyoloji,1
istanbul_29_mayis_universitesi,202210046,2024,Sümeroloji,1
istanbul_29_mayis_universitesi,202210046,2024,Tarih,39
istanbul_29_mayis_universitesi,202210046,2024,Tarih Öğretmenliği,1
istanbul_29_mayis_universitesi,202210046,2024,Yeni Medya Ve İletişim,5
istanbul_29_mayis_universitesi,202210046,2024,Yönetim Bilişim Sistemleri,2
istanbul_29_mayis_universitesi,202210046,2024,Özel Eğitim Öğretmenliği,3
istanbul_29_mayis_universitesi,202210064,2022,Bilgisayar Mühendisliği,1
istanbul_29_mayis_universitesi,202210064,2022,Fizik,1
istanbul_29_mayis_universitesi,202210064,2022,Moleküler Biyoloji ve Genetik,1
istanbul_29_mayis_universitesi,202210064,2022,Okul Öncesi Öğretmenliği,1
istanbul_29_mayis_universitesi,202210064,2022,"Radyo, Televizyon ve Sinema",1
istanbul_29_mayis_universitesi,202210064,2022,Reklam Tasarımı ve İletişimi,1
istanbul_29_mayis_universitesi,202210064,2022,Sanat ve Kültür Yönetimi,1
istanbul_29_mayis_universitesi,202210064,2022,Sınıf Öğretmenliği,1
istanbul_29_mayis_universitesi,202210064,2022,Tarih,10
istanbul_29_mayis_universitesi,202210064,2022,Türk Dili ve Edebiyatı,12
istanbul_29_mayis_universitesi,202210064,2022,Türkçe Öğretmenliği,1
istanbul_29_mayis_universitesi,202210064,2023,Felsefe,2
istanbul_29_mayis_universitesi,202210064,2023,Gastronomi ve Mutfak Sanatları (Fakülte),2
istanbul_29_mayis_universitesi,202210064,2023,Gastronomi ve Mutfak Sanatları (Yüksekokul),2
istanbul_29_mayis_universitesi,202210064,2023,İlahiyat,3
istanbul_29_mayis_universitesi,202210064,2023,İletişim,1
istanbul_29_mayis_universitesi,202210064,2023,İletişim ve Tasarımı,1
istanbul_29_mayis_universitesi,202210064,2023,Kültür ve İletişim Bilimleri,1
istanbul_29_mayis_universitesi,202210064,2023,Tarih,1
istanbul_29_mayis_universitesi,202210064,2023,Turizm İşletmeciliği (Fakülte),5
istanbul_29_mayis_universitesi,202210064,2023,Türk Dili ve Edebiyatı,33
istanbul_29_mayis_universitesi,202210064,2023,Türk Dili ve Edebiyatı Öğretmenliği,1
istanbul_29_mayis_universitesi,202210064,2023,Türkçe Öğretmenliği,3
istanbul_29_mayis_universitesi,202210064,2024,Antropoloji,1
istanbul_29_mayis_universitesi,202210064,2024,Coğrafya,7
istanbul_29_mayis_universitesi,202210064,2024,Coğrafya Öğretmenliği,1
istanbul_29_mayis_universitesi,202210064,2024,Felsefe,2
istanbul_29_mayis_universitesi,202210064,2024,Gastronomi Ve Mutfak Sanatları,2
istanbul_29_mayis_universitesi,202210064,2024,Görsel İletişim Tasarımı,1
istanbul_29_mayis_universitesi,202210064,2024,Halkla İlişkiler Ve Reklamcılık,3
istanbul_29_mayis_universitesi,202210064,2024,Halkla İlişkiler Ve Tanıtım,5
istanbul_29_mayis_universitesi,202210064,2024,İktisat,1
istanbul_29_mayis_universitesi,202210064,2024,İlahiyat,8
istanbul_29_mayis_universitesi,202210064,2024,İngiliz Dili Ve Edebiyatı,1
istanbul_29_mayis_universitesi,202210064,2024,İslami İlimler,5
istanbul_29_mayis_universitesi,202210064,2024,İşletme,5
istanbul_29_mayis_universitesi,202210064,2024,Okul Öncesi Öğretmenliği,2
istanbul_29_mayis_universitesi,202210064,2024,"Radyo, Televizyon Ve Sinema",1
istanbul_29_mayis_universitesi,202210064,2024,Sağlık Yönetimi,2
istanbul_29_mayis_universitesi,202210064,2024,Sosyal Bilgiler Öğretmenliği,4
istanbul_29_mayis_universitesi,202210064,2024,Sosyal Hizmet,1
istanbul_29_mayis_universitesi,202210064,2024,Sosyoloji,2
istanbul_29_mayis_universitesi,202210064,2024,Tarih,3
istanbul_29_mayis_universitesi,202210064,2024,Tarih Öğretmenliği,1
istanbul_29_mayis_universitesi,202210064,2024,Turizm İşletmeciliği,2
istanbul_29_mayis_universitesi,202210064,2024,Türk Dili Ve Edebiyatı,55
istanbul_29_mayis_universitesi,202210064,2024,Türk Dili Ve Edebiyatı Öğretmenliği,1
istanbul_29_mayis_universitesi,202210064,2024,Türkçe Öğretmenliği,4
istanbul_29_mayis_universitesi,202210064,2024,Yeni Medya Ve İletişim,11
istanbul_29_mayis_universitesi,202210064,2024,Yerel Yönetimler,1
istanbul_29_mayis_universitesi,202210064,2024,Yönetim Bilişim Sistemleri,3
istanbul_29_mayis_universitesi,202210073,2022,Alman Dili ve Edebiyatı,2
istanbul_29_mayis_universitesi,202210073,2022,Almanca Mütercim ve Tercümanlık (Fakülte),1
istanbul_29_mayis_universitesi,202210073,2022,Astronomi ve Uzay Bilimleri,1
istanbul_29_mayis_universitesi,202210073,2022,Bankacılık,1
istanbul_29_mayis_universitesi,202210073,2022,Bilgi ve Belge Yönetimi,2
istanbul_29_mayis_universitesi,202210073,2022,Çizgi Film ve Animasyon,2
istanbul_29_mayis_universitesi,202210073,2022,Ekonomi,1
istanbul_29_mayis_universitesi,202210073,2022,Ekonomi ve Finans,1
istanbul_29_mayis_universitesi,202210073,2022,Felsefe,29
istanbul_29_mayis_universitesi,202210073,2022,Felsefe (Açıköğretim),4
istanbul_29_mayis_universitesi,202210073,2022,Finans ve Bankacılık (Fakülte),1
istanbul_29_mayis_universitesi,202210073,2022,Fransız Dili ve Edebiyatı,1
istanbul_29_mayis_universitesi,202210073,2022,Fransızca Mütercim ve Tercümanlık,1
istanbul_29_mayis_universitesi,202210073,2022,Gastronomi ve Mutfak Sanatları (Fakülte),8
istanbul_29_mayis_universitesi,202210073,2022,Gazetecilik,2
istanbul_29_mayis_universitesi,202210073,2022,Görsel İletişim Tasarımı,2
istanbul_29_mayis_universitesi,202210073,2022,Halkla İlişkiler ve Tanıtım,1
istanbul_29_mayis_universitesi,202210073,2022,Havacılık Yönetimi (Fakülte),1
istanbul_29_mayis_universitesi,202210073,2022,İç Mimarlık,3
istanbul_29_mayis_universitesi,202210073,2022,İç Mimarlık ve Çevre Tasarımı,2
istanbul_29_mayis_universitesi,202210073,2022,İlahiyat,2
istanbul_29_mayis_universitesi,202210073,2022,İngiliz Dili ve Edebiyatı,2
istanbul_29_mayis_universitesi,202210073,2022,İnsan Kaynakları Yönetimi (Açıköğretim),1
istanbul_29_mayis_universitesi,202210073,2022,İslami İlimler,3
istanbul_29_mayis_universitesi,202210073,2022,İspanyol Dili ve Edebiyatı,1
istanbul_29_mayis_universitesi,202210073,2022,İşletme (Açıköğretim),1
istanbul_29_mayis_universitesi,202210073,2022,İtalyan Dili ve Edebiyatı,1
istanbul_29_mayis_universitesi,202210073,2022,Lojistik Yönetimi (Fakülte),1
istanbul_29_mayis_universitesi,202210073,2022,Moleküler Biyoloji ve Genetik,2
istanbul_29_mayis_universitesi,202210073,2022,Ön Lisans,15
istanbul_29_mayis_universitesi,202210073,2022,Psikoloji,4
istanbul_29_mayis_universitesi,202210073,2022,"Radyo, Televizyon ve Sinema",2
istanbul_29_mayis_universitesi,202210073,2022,Sanat Tarihi,2
istanbul_29_mayis_universitesi,202210073,2022,Siyaset Bilimi ve Kamu Yönetimi,1
istanbul_29_mayis_universitesi,202210073,2022,Siyaset Bilimi ve Uluslararası İlişkiler,4
istanbul_29_mayis_universitesi,202210073,2022,Sosyal Hizmet (Fakülte),1
istanbul_29_mayis_universitesi,202210073,2022,Sosyoloji,4
istanbul_29_mayis_universitesi,202210073,2022,Tarih,6
istanbul_29_mayis_universitesi,202210073,2022,Türk Dili ve Edebiyatı,2
istanbul_29_mayis_universitesi,202210073,2022,Uluslararası Ticaret (Fakülte),1
istanbul_29_mayis_universitesi,202210073,2022,Uluslararası Ticaret ve Finansman (Fakülte),2
istanbul_29_mayis_universitesi,202210073,2022,Yönetim Bilişim Sistemleri (Fakülte),1
istanbul_29_mayis_universitesi,202210073,2023,Bilgi ve Belge Yönetimi,3
istanbul_29_mayis_universitesi,202210073,2023,Çağdaş Türk Lehçeleri ve Edebiyatları,1
istanbul_29_mayis_universitesi,202210073,2023,Çocuk Gelişimi (Fakülte),1
istanbul_29_mayis_universitesi,202210073,2023,Ekonometri,1
istanbul_29_mayis_universitesi,202210073,2023,Ekonomi,1
istanbul_29_mayis_universitesi,202210073,2023,Felsefe,47
istanbul_29_mayis_universitesi,202210073,2023,Felsefe (Açıköğretim),7
istanbul_29_mayis_universitesi,202210073,2023,Görsel İletişim Tasarımı,1
istanbul_29_mayis_universitesi,202210073,2023,Görsel İletişim Tasarımı (Açıköğretim),1
istanbul_29_mayis_universitesi,202210073,2023,Halkla İlişkiler ve Reklamcılık (Fakülte),1
istanbul_29_mayis_universitesi,202210073,2023,Halkla İlişkiler ve Tanıtım (Açıköğretim),1
istanbul_29_mayis_universitesi,202210073,2023,İlahiyat,7
istanbul_29_mayis_universitesi,202210073,2023,İletişim Sanatları,1
istanbul_29_mayis_universitesi,202210073,2023,İletişim ve Tasarımı,1
istanbul_29_mayis_universitesi,202210073,2023,İslami İlimler,4
istanbul_29_mayis_universitesi,202210073,2023,Kültür Varlıklarını Koruma ve Onarım (Fakülte),1
istanbul_29_mayis_universitesi,202210073,2023,Ön Lisans,34
istanbul_29_mayis_universitesi,202210073,2023,Protohistorya ve Ön Asya Arkeolojisi,1
istanbul_29_mayis_universitesi,202210073,2023,Psikoloji,9
istanbul_29_mayis_universitesi,202210073,2023,Sanat Tarihi,2
istanbul_29_mayis_universitesi,202210073,2023,Sosyoloji,8
istanbul_29_mayis_universitesi,202210073,2023,Sosyoloji (Açıköğretim),5
istanbul_29_mayis_universitesi,202210073,2023,Tarım Ekonomisi,1
istanbul_29_mayis_universitesi,202210073,2023,Tarih,5
istanbul_29_mayis_universitesi,202210073,2023,Turizm İşletmeciliği (Fakülte),1
istanbul_29_mayis_universitesi,202210073,2023,Türk Dili ve Edebiyatı,8
istanbul_29_mayis_universitesi,202210073,2023,Türk Dili ve Edebiyatı (Açıköğretim),1
istanbul_29_mayis_universitesi,202210073,2023,Yönetim Bilişim Sistemleri (Açıköğretim),3
istanbul_29_mayis_universitesi,202210073,2023,Yönetim Bilişim Sistemleri (Fakülte),1
istanbul_29_mayis_universitesi,202210073,2024,Antropoloji,1
istanbul_29_mayis_universitesi,202210073,2024,Arkeoloji,2
istanbul_29_mayis_universitesi,202210073,2024,Bankacılık Ve Sigortacılık (yüksekokul),1
istanbul_29_mayis_universitesi,202210073,2024,Bilgi Ve Belge Yönetimi,3
istanbul_29_mayis_universitesi,202210073,2024,Bilim Tarihi,2
istanbul_29_mayis_universitesi,202210073,2024,Coğrafya,1
istanbul_29_mayis_universitesi,202210073,2024,Denizcilik İşletmeleri Yönetimi,1
istanbul_29_mayis_universitesi,202210073,2024,Dijital Oyun Tasarımı,1
istanbul_29_mayis_universitesi,202210073,2024,Ekonomi,1
istanbul_29_mayis_universitesi,202210073,2024,Felsefe,61
istanbul_29_mayis_universitesi,202210073,2024,Felsefe (açıköğretim),4
istanbul_29_mayis_universitesi,202210073,2024,Finans Ve Bankacılık,3
istanbul_29_mayis_universitesi,202210073,2024,Gastronomi Ve Mutfak Sanatları,1
istanbul_29_mayis_universitesi,202210073,2024,Görsel İletişim Tasarımı,3
istanbul_29_mayis_universitesi,202210073,2024,Halkla İlişkiler Ve Reklamcılık,2
istanbul_29_mayis_universitesi,202210073,2024,Havacılık Yönetimi,3
istanbul_29_mayis_universitesi,202210073,2024,İktisat,3
istanbul_29_mayis_universitesi,202210073,2024,İlahiyat,6
istanbul_29_mayis_universitesi,202210073,2024,İlahiyat (m.t.o.k),2
istanbul_29_mayis_universitesi,202210073,2024,İletişim Ve Tasarımı,1
istanbul_29_mayis_universitesi,202210073,2024,İslami İlimler,2
istanbul_29_mayis_universitesi,202210073,2024,Kültür Varlıklarını Koruma Ve Onarım,1
istanbul_29_mayis_universitesi,202210073,2024,Muhasebe Ve Finans Yönetimi,1
istanbul_29_mayis_universitesi,202210073,2024,Psikoloji,3
istanbul_29_mayis_universitesi,202210073,2024,"Radyo, Televizyon Ve Sinema",2
istanbul_29_mayis_universitesi,202210073,2024,Sağlık Yönetimi,2
istanbul_29_mayis_universitesi,202210073,2024,Siyaset Bilimi Ve Kamu Yönetimi,4
istanbul_29_mayis_universitesi,202210073,2024,Siyaset Bilimi Ve Uluslararası İlişkiler,3
istanbul_29_mayis_universitesi,202210073,2024,Sosyal Hizmet,5
istanbul_29_mayis_universitesi,202210073,2024,Sosyoloji,4
istanbul_29_mayis_universitesi,202210073,2024,Sosyoloji (açıköğretim),1
istanbul_29_mayis_universitesi,202210073,2024,Tarih,4
istanbul_29_mayis_universitesi,202210073,2024,Tekstil Ve Moda Tasarımı,1
istanbul_29_mayis_universitesi,202210073,2024,Turizm İşletmeciliği,3
istanbul_29_mayis_universitesi,202210073,2024,Türk Dili Ve Edebiyatı,4
istanbul_29_mayis_universitesi,202210073,2024,Yeni Medya Ve İletişim,1
istanbul_29_mayis_universitesi,202210073,2024,Çağdaş Türk Lehçeleri Ve Edebiyatları,2
istanbul_29_mayis_universitesi,202210073,2024,Çizgi Film Ve Animasyon,1
istanbul_29_mayis_universitesi,202210082,2022,Arkeoloji,2
istanbul_29_mayis_universitesi,202210082,2022,Bilgi ve Belge Yönetimi,4
istanbul_29_mayis_universitesi,202210082,2022,Bilim Tarihi,3
istanbul_29_mayis_universitesi,202210082,2022,Çocuk Gelişimi (Fakülte),1
istanbul_29_mayis_universitesi,202210082,2022,Çocuk Gelişimi (Yüksekokul),1
istanbul_29_mayis_universitesi,202210082,2022,Ekonomi,1
istanbul_29_mayis_universitesi,202210082,2022,Felsefe,4
istanbul_29_mayis_universitesi,202210082,2022,Gazetecilik,6
istanbul_29_mayis_universitesi,202210082,2022,Görsel İletişim Tasarımı,4
istanbul_29_mayis_universitesi,202210082,2022,Grafik Tasarımı,1
istanbul_29_mayis_universitesi,202210082,2022,Halkla İlişkiler ve Reklamcılık (Fakülte),1
istanbul_29_mayis_universitesi,202210082,2022,İç Mimarlık ve Çevre Tasarımı,1
istanbul_29_mayis_universitesi,202210082,2022,İlahiyat,3
istanbul_29_mayis_universitesi,202210082,2022,İslam İktisadı ve Finans,1
istanbul_29_mayis_universitesi,202210082,2022,İslami İlimler,1
istanbul_29_mayis_universitesi,202210082,2022,İşletme,8
istanbul_29_mayis_universitesi,202210082,2022,Kamu Yönetimi,1
istanbul_29_mayis_universitesi,202210082,2022,Klasik Arkeoloji,2
istanbul_29_mayis_universitesi,202210082,2022,Kuyumculuk ve Mücevher Tasarımı (Fakülte),2
istanbul_29_mayis_universitesi,202210082,2022,Kültür Varlıklarını Koruma ve Onarım (Fakülte),3
istanbul_29_mayis_universitesi,202210082,2022,Kültür Varlıklarını Koruma ve Onarım (Yüksekokul),1
istanbul_29_mayis_universitesi,202210082,2022,Medya ve İletişim,2
istanbul_29_mayis_universitesi,202210082,2022,Okul Öncesi Öğretmenliği,3
istanbul_29_mayis_universitesi,202210082,2022,Ön Lisans,21
istanbul_29_mayis_universitesi,202210082,2022,Pazarlama (Fakülte),1
istanbul_29_mayis_universitesi,202210082,2022,Psikoloji,13
istanbul_29_mayis_universitesi,202210082,2022,"Radyo, Televizyon ve Sinema",10
istanbul_29_mayis_universitesi,202210082,2022,Reklamcılık,2
istanbul_29_mayis_universitesi,202210082,2022,Sağlık Yönetimi (Fakülte),3
istanbul_29_mayis_universitesi,202210082,2022,Sanat ve Sosyal Bilimler Programları,1
istanbul_29_mayis_universitesi,202210082,2022,Sinema ve Televizyon,1
istanbul_29_mayis_universitesi,202210082,2022,Siyaset Bilimi ve Kamu Yönetimi,16
istanbul_29_mayis_universitesi,202210082,2022,Siyaset Bilimi ve Uluslararası İlişkiler,22
istanbul_29_mayis_universitesi,202210082,2022,Sosyal Hizmet (Fakülte),3
istanbul_29_mayis_universitesi,202210082,2022,Sosyoloji,15
istanbul_29_mayis_universitesi,202210082,2022,Tarih,97
istanbul_29_mayis_universitesi,202210082,2022,Tekstil ve Moda Tasarımı (Fakülte),1
istanbul_29_mayis_universitesi,202210082,2022,Turizm İşletmeciliği (Fakülte),2
istanbul_29_mayis_universitesi,202210082,2022,Türk Dili ve Edebiyatı,9
istanbul_29_mayis_universitesi,202210082,2022,Uluslararası İlişkiler,2
istanbul_29_mayis_universitesi,202210082,2022,Uluslararası Ticaret (Fakülte),1
istanbul_29_mayis_universitesi,202210082,2022,Uluslararası Ticaret ve Finansman (Fakülte),3
istanbul_29_mayis_universitesi,202210082,2022,Uluslararası Ticaret ve İşletmecilik (Fakülte),2
istanbul_29_mayis_universitesi,202210082,2022,Uluslararası Ticaret ve Lojistik (Fakülte),1
istanbul_29_mayis_universitesi,202210082,2022,Yeni Medya ve İletişim,2
istanbul_29_mayis_universitesi,202210082,2022,Yönetim Bilişim Sistemleri (Fakülte),6
istanbul_29_mayis_universitesi,202210082,2023,Amerikan Kültürü ve Edebiyatı,1
istanbul_29_mayis_universitesi,202210082,2023,Beslenme ve Diyetetik (Fakülte),1
istanbul_29_mayis_universitesi,202210082,2023,Coğrafya,2
istanbul_29_mayis_universitesi,202210082,2023,Coğrafya (Açıköğretim),1
istanbul_29_mayis_universitesi,202210082,2023,Çocuk Gelişimi (Açıköğretim),1
istanbul_29_mayis_universitesi,202210082,2023,Çocuk Gelişimi (Fakülte),3
istanbul_29_mayis_universitesi,202210082,2023,Egzersiz ve Spor Bilimleri (Açıköğretim),2
istanbul_29_mayis_universitesi,202210082,2023,Ekonomi,1
istanbul_29_mayis_universitesi,202210082,2023,Felsefe,2
istanbul_29_mayis_universitesi,202210082,2023,Felsefe (Açıköğretim),1
istanbul_29_mayis_universitesi,202210082,2023,Fizyoterapi ve Rehabilitasyon (Fakülte),2
istanbul_29_mayis_universitesi,202210082,2023,Fransızca Öğretmenliği,1
istanbul_29_mayis_universitesi,202210082,2023,Gazetecilik,5
istanbul_29_mayis_universitesi,202210082,2023,Görsel İletişim Tasarımı,1
istanbul_29_mayis_universitesi,202210082,2023,Görsel İletişim Tasarımı (Açıköğretim),1
istanbul_29_mayis_universitesi,202210082,2023,Grafik Tasarımı,1
istanbul_29_mayis_universitesi,202210082,2023,Halkla İlişkiler ve Reklamcılık (Fakülte),5
istanbul_29_mayis_universitesi,202210082,2023,Halkla İlişkiler ve Tanıtım,4
istanbul_29_mayis_universitesi,202210082,2023,İktisat,3
istanbul_29_mayis_universitesi,202210082,2023,İlahiyat,5
istanbul_29_mayis_universitesi,202210082,2023,İletişim Bilimleri,1
istanbul_29_mayis_universitesi,202210082,2023,İngiliz Dili ve Edebiyatı,2
istanbul_29_mayis_universitesi,202210082,2023,İngilizce Mütercim ve Tercümanlık (Fakülte),1
istanbul_29_mayis_universitesi,202210082,2023,İngilizce Öğretmenliği,2
istanbul_29_mayis_universitesi,202210082,2023,İslam İktisadı ve Finans,4
istanbul_29_mayis_universitesi,202210082,2023,İslami İlimler,1
istanbul_29_mayis_universitesi,202210082,2023,İşletme,9
istanbul_29_mayis_universitesi,202210082,2023,Ön Lisans,53
istanbul_29_mayis_universitesi,202210082,2023,Psikoloji,5
istanbul_29_mayis_universitesi,202210082,2023,"Radyo, Televizyon ve Sinema",5
istanbul_29_mayis_universitesi,202210082,2023,Siyaset Bilimi ve Kamu Yönetimi,4
istanbul_29_mayis_universitesi,202210082,2023,Siyaset Bilimi ve Uluslararası İlişkiler,9
istanbul_29_mayis_universitesi,202210082,2023,Sosyal Hizmet (Açıköğretim),3
istanbul_29_mayis_universitesi,202210082,2023,Sosyal Hizmet (Fakülte),1
istanbul_29_mayis_universitesi,202210082,2023,Sosyoloji,1
istanbul_29_mayis_universitesi,202210082,2023,Sosyoloji (Açıköğretim),2
istanbul_29_mayis_universitesi,202210082,2023,Tarih,155
istanbul_29_mayis_universitesi,202210082,2023,Tarih (Açıköğretim),8
istanbul_29_mayis_universitesi,202210082,2023,Televizyon Haberciliği ve Programcılığı,1
istanbul_29_mayis_universitesi,202210082,2023,Türk Dili ve Edebiyatı,24
istanbul_29_mayis_universitesi,202210082,2023,Türk Dili ve Edebiyatı (Açıköğretim),2
istanbul_29_mayis_universitesi,202210082,2023,Türkçe Öğretmenliği,4
istanbul_29_mayis_universitesi,202210082,2023,Uluslararası İlişkiler,1
istanbul_29_mayis_universitesi,202210082,2023,Yeni Medya (Fakülte),2
istanbul_29_mayis_universitesi,202210082,2023,Yeni Medya ve İletişim,3
istanbul_29_mayis_universitesi,202210082,2023,Yönetim Bilişim Sistemleri (Açıköğretim),2
istanbul_29_mayis_universitesi,202210082,2024,Bankacılık,1
istanbul_29_mayis_universitesi,202210082,2024,Bilgi Ve Belge Yönetimi,1
istanbul_29_mayis_universitesi,202210082,2024,Bilgisayar Bilimleri,1
istanbul_29_mayis_universitesi,202210082,2024,Bilim Tarihi,6
istanbul_29_mayis_universitesi,202210082,2024,Coğrafya,7
istanbul_29_mayis_universitesi,202210082,2024,Coğrafya Öğretmenliği,1
istanbul_29_mayis_universitesi,202210082,2024,Dijital Oyun Tasarımı,1
istanbul_29_mayis_universitesi,202210082,2024,Ekonometri,1
