university,yop_kodu,year,program,tercih_sayisi
istanbul_sabahattin_zaim_universitesi,203210025,2022,Alman Dili ve Edebiyatı,2
istanbul_sabahattin_zaim_universitesi,203210025,2022,Amerikan Kültürü ve Edebiyatı,3
istanbul_sabahattin_zaim_universitesi,203210025,2022,Arap Dili ve Edebiyatı,1
istanbul_sabahattin_zaim_universitesi,203210025,2022,Fransız Dili ve Edebiyatı,1
istanbul_sabahattin_zaim_universitesi,203210025,2022,Fransızca Mütercim ve Tercümanlık,1
istanbul_sabahattin_zaim_universitesi,203210025,2022,İngiliz Dili ve Edebiyatı,16
istanbul_sabahattin_zaim_universitesi,203210025,2022,İngilizce Mütercim ve Tercümanlık (Fakülte),13
istanbul_sabahattin_zaim_universitesi,203210025,2022,İngilizce Mütercim ve Tercümanlık (Yüksekokul),1
istanbul_sabahattin_zaim_universitesi,203210025,2022,İngilizce Öğretmenliği,66
istanbul_sabahattin_zaim_universitesi,203210025,2022,İspanyol Dili ve Edebiyatı,3
istanbul_sabahattin_zaim_universitesi,203210025,2022,Ön Lisans,2
istanbul_sabahattin_zaim_universitesi,203210025,2023,Amerikan Kültürü ve Edebiyatı,1
istanbul_sabahattin_zaim_universitesi,203210025,2023,İngiliz Dili ve Edebiyatı,14
istanbul_sabahattin_zaim_universitesi,203210025,2023,İngilizce Mütercim ve Tercümanlık (Fakülte),30
istanbul_sabahattin_zaim_universitesi,203210025,2023,İngilizce Mütercim ve Tercümanlık (Yüksekokul),3
istanbul_sabahattin_zaim_universitesi,203210025,2023,İngilizce Öğretmenliği,58
istanbul_sabahattin_zaim_universitesi,203210025,2023,Odyoloji (Fakülte),3
istanbul_sabahattin_zaim_universitesi,203210025,2024,Amerikan Kültürü Ve Edebiyatı,1
istanbul_sabahattin_zaim_universitesi,203210025,2024,Fransızca Mütercim Ve Tercümanlık,1
istanbul_sabahattin_zaim_universitesi,203210025,2024,Gastronomi Ve Mutfak Sanatları (yüksekokul),1
istanbul_sabahattin_zaim_universitesi,203210025,2024,İngiliz Dili Ve Edebiyatı,4
istanbul_sabahattin_zaim_universitesi,203210025,2024,İngilizce Mütercim Ve Tercümanlık,13
istanbul_sabahattin_zaim_universitesi,203210025,2024,İngilizce Öğretmenliği,147
istanbul_sabahattin_zaim_universitesi,203210025,2024,Rusça Mütercim Ve Tercümanlık,1
istanbul_sabahattin_zaim_universitesi,203210025,2024,Çizgi Film Ve Animasyon,2
istanbul_sabahattin_zaim_universitesi,203210113,2022,Bilgisayar Mühendisliği (M.T.O.K.),1
istanbul_sabahattin_zaim_universitesi,203210113,2022,Biyomühendislik,5
istanbul_sabahattin_zaim_universitesi,203210113,2022,Çevre Mühendisliği,3
istanbul_sabahattin_zaim_universitesi,203210113,2022,Elektrik-Elektronik Mühendisliği (M.T.O.K.),1
istanbul_sabahattin_zaim_universitesi,203210113,2022,Endüstri Mühendisliği,2
istanbul_sabahattin_zaim_universitesi,203210113,2022,Gıda Mühendisliği,16
istanbul_sabahattin_zaim_universitesi,203210113,2022,İstatistik,2
istanbul_sabahattin_zaim_universitesi,203210113,2022,Jeofizik Mühendisliği,1
istanbul_sabahattin_zaim_universitesi,203210113,2022,Kimya,5
istanbul_sabahattin_zaim_universitesi,203210113,2022,Kimya Mühendisliği,5
istanbul_sabahattin_zaim_universitesi,203210113,2022,Matematik,5
istanbul_sabahattin_zaim_universitesi,203210113,2022,Matematik ve Bilgisayar Bilimleri,1
istanbul_sabahattin_zaim_universitesi,203210113,2022,Metalurji ve Malzeme Mühendisliği,6
istanbul_sabahattin_zaim_universitesi,203210113,2023,Beslenme ve Diyetetik (Fakülte),4
istanbul_sabahattin_zaim_universitesi,203210113,2023,Biyomedikal Mühendisliği,2
istanbul_sabahattin_zaim_universitesi,203210113,2023,Çevre Mühendisliği,1
istanbul_sabahattin_zaim_universitesi,203210113,2023,Dil ve Konuşma Terapisi (Fakülte),1
istanbul_sabahattin_zaim_universitesi,203210113,2023,Endüstri Mühendisliği,3
istanbul_sabahattin_zaim_universitesi,203210113,2023,Geomatik Mühendisliği,1
istanbul_sabahattin_zaim_universitesi,203210113,2023,Gıda Mühendisliği,6
istanbul_sabahattin_zaim_universitesi,203210113,2023,Harita Mühendisliği,1
istanbul_sabahattin_zaim_universitesi,203210113,2023,Hemşirelik (Fakülte),12
istanbul_sabahattin_zaim_universitesi,203210113,2023,İnşaat Mühendisliği,2
istanbul_sabahattin_zaim_universitesi,203210113,2023,Kimya,3
istanbul_sabahattin_zaim_universitesi,203210113,2023,Kimya Mühendisliği,2
istanbul_sabahattin_zaim_universitesi,203210113,2024,Beslenme Ve Diyetetik,5
istanbul_sabahattin_zaim_universitesi,203210113,2024,Bilgisayar Bilimleri,1
istanbul_sabahattin_zaim_universitesi,203210113,2024,Bilgisayar Mühendisliği,9
istanbul_sabahattin_zaim_universitesi,203210113,2024,Biyomedikal Mühendisliği,5
istanbul_sabahattin_zaim_universitesi,203210113,2024,Biyomühendislik,5
istanbul_sabahattin_zaim_universitesi,203210113,2024,Dil Ve Konuşma Terapisi,4
istanbul_sabahattin_zaim_universitesi,203210113,2024,Ebelik,2
istanbul_sabahattin_zaim_universitesi,203210113,2024,Eczacılık,3
istanbul_sabahattin_zaim_universitesi,203210113,2024,Elektrik Mühendisliği,1
istanbul_sabahattin_zaim_universitesi,203210113,2024,Elektrik-elektronik Mühendisliği,19
istanbul_sabahattin_zaim_universitesi,203210113,2024,Elektronik Ve Haberleşme Mühendisliği,1
istanbul_sabahattin_zaim_universitesi,203210113,2024,Endüstri Mühendisliği,32
istanbul_sabahattin_zaim_universitesi,203210113,2024,Endüstriyel Tasarım,4
istanbul_sabahattin_zaim_universitesi,203210113,2024,Ergoterapi,1
istanbul_sabahattin_zaim_universitesi,203210113,2024,Gıda Mühendisliği,36
istanbul_sabahattin_zaim_universitesi,203210113,2024,Harita Mühendisliği,5
istanbul_sabahattin_zaim_universitesi,203210113,2024,Havacılık Elektrik Ve Elektroniği,1
istanbul_sabahattin_zaim_universitesi,203210113,2024,Havacılık Ve Uzay Mühendisliği,1
istanbul_sabahattin_zaim_universitesi,203210113,2024,İklim Bilimi Ve Meteoroloji Mühendisliği,1
istanbul_sabahattin_zaim_universitesi,203210113,2024,İlköğretim Matematik Öğretmenliği,6
istanbul_sabahattin_zaim_universitesi,203210113,2024,İnşaat Mühendisliği,3
istanbul_sabahattin_zaim_universitesi,203210113,2024,İstatistik,1
istanbul_sabahattin_zaim_universitesi,203210113,2024,Kentsel Tasarım Ve Peyzaj Mimarlığı,1
istanbul_sabahattin_zaim_universitesi,203210113,2024,Kimya,4
istanbul_sabahattin_zaim_universitesi,203210113,2024,Kimya Mühendisliği,22
istanbul_sabahattin_zaim_universitesi,203210113,2024,Kontrol Ve Otomasyon Mühendisliği,1
istanbul_sabahattin_zaim_universitesi,203210113,2024,Makine Mühendisliği,6
istanbul_sabahattin_zaim_universitesi,203210113,2024,Malzeme Bilimi Ve Mühendisliği,2
istanbul_sabahattin_zaim_universitesi,203210113,2024,Matematik,5
istanbul_sabahattin_zaim_universitesi,203210113,2024,Mekatronik Mühendisliği,1
istanbul_sabahattin_zaim_universitesi,203210113,2024,Mekatronik Mühendisliği (m.t.o.k),1
istanbul_sabahattin_zaim_universitesi,203210113,2024,Metalurji Ve Malzeme Mühendisliği,6
istanbul_sabahattin_zaim_universitesi,203210113,2024,Mimarlık,6
istanbul_sabahattin_zaim_universitesi,203210113,2024,Moleküler Biyoloji Ve Genetik,2
istanbul_sabahattin_zaim_universitesi,203210113,2024,Peyzaj Mimarlığı,1
istanbul_sabahattin_zaim_universitesi,203210113,2024,Tekstil Mühendisliği,1
istanbul_sabahattin_zaim_universitesi,203210113,2024,Uçak Mühendisliği,1
istanbul_sabahattin_zaim_universitesi,203210113,2024,Veri Bilimi Ve Analitiği,1
istanbul_sabahattin_zaim_universitesi,203210113,2024,Veteriner,1
istanbul_sabahattin_zaim_universitesi,203210113,2024,Yazılım Mühendisliği,3
istanbul_sabahattin_zaim_universitesi,203210113,2024,Çevre Mühendisliği,9
istanbul_sabahattin_zaim_universitesi,203210113,2024,Şehir Ve Bölge Planlama,1
istanbul_sabahattin_zaim_universitesi,203210149,2022,Bilgisayar Mühendisliği,88
istanbul_sabahattin_zaim_universitesi,203210149,2022,Elektrik Mühendisliği,2
istanbul_sabahattin_zaim_universitesi,203210149,2022,Elektrik-Elektronik Mühendisliği,2
istanbul_sabahattin_zaim_universitesi,203210149,2022,Elektronik Mühendisliği,1
istanbul_sabahattin_zaim_universitesi,203210149,2022,Elektronik ve Haberleşme Mühendisliği,2
istanbul_sabahattin_zaim_universitesi,203210149,2022,Endüstri Mühendisliği,4
istanbul_sabahattin_zaim_universitesi,203210149,2022,Fizik Mühendisliği,1
istanbul_sabahattin_zaim_universitesi,203210149,2022,Havacılık ve Uzay Mühendisliği,1
istanbul_sabahattin_zaim_universitesi,203210149,2022,Kontrol ve Otomasyon Mühendisliği,2
istanbul_sabahattin_zaim_universitesi,203210149,2022,Makine Mühendisliği,2
istanbul_sabahattin_zaim_universitesi,203210149,2022,Matematik Mühendisliği,4
istanbul_sabahattin_zaim_universitesi,203210149,2022,Mekatronik Mühendisliği,3
istanbul_sabahattin_zaim_universitesi,203210149,2022,Metalurji ve Malzeme Mühendisliği,2
istanbul_sabahattin_zaim_universitesi,203210149,2022,Mimarlık,2
istanbul_sabahattin_zaim_universitesi,203210149,2022,Tıp,1
istanbul_sabahattin_zaim_universitesi,203210149,2022,Uçak Mühendisliği,1
istanbul_sabahattin_zaim_universitesi,203210149,2022,Yazılım Mühendisliği,13
istanbul_sabahattin_zaim_universitesi,203210149,2023,Bilgisayar Mühendisliği,82
istanbul_sabahattin_zaim_universitesi,203210149,2023,Biyomedikal Mühendisliği,1
istanbul_sabahattin_zaim_universitesi,203210149,2023,Diş Hekimliği,15
istanbul_sabahattin_zaim_universitesi,203210149,2023,Eczacılık,1
istanbul_sabahattin_zaim_universitesi,203210149,2023,Elektrik-Elektronik Mühendisliği,8
istanbul_sabahattin_zaim_universitesi,203210149,2023,Endüstri Mühendisliği,9
istanbul_sabahattin_zaim_universitesi,203210149,2023,Gemi İnşaatı ve Gemi Makineleri Mühendisliği,2
istanbul_sabahattin_zaim_universitesi,203210149,2023,Kimya Mühendisliği,4
istanbul_sabahattin_zaim_universitesi,203210149,2023,Makine Mühendisliği,8
istanbul_sabahattin_zaim_universitesi,203210149,2023,Matematik Mühendisliği,4
istanbul_sabahattin_zaim_universitesi,203210149,2023,Mekatronik Mühendisliği,1
istanbul_sabahattin_zaim_universitesi,203210149,2023,Tıp,4
istanbul_sabahattin_zaim_universitesi,203210149,2023,Uçak Mühendisliği,1
istanbul_sabahattin_zaim_universitesi,203210149,2023,Yazılım Mühendisliği,9
istanbul_sabahattin_zaim_universitesi,203210149,2024,Bilgisayar Mühendisliği,113
istanbul_sabahattin_zaim_universitesi,203210149,2024,Bilişim Sistemleri Mühendisliği,1
istanbul_sabahattin_zaim_universitesi,203210149,2024,Biyomedikal Mühendisliği,1
istanbul_sabahattin_zaim_universitesi,203210149,2024,Deniz Ulaştırma İşletme Mühendisliği,1
istanbul_sabahattin_zaim_universitesi,203210149,2024,Diş Hekimliği,13
istanbul_sabahattin_zaim_universitesi,203210149,2024,Eczacılık,25
istanbul_sabahattin_zaim_universitesi,203210149,2024,Elektrik Mühendisliği,1
istanbul_sabahattin_zaim_universitesi,203210149,2024,Elektrik-elektronik Mühendisliği,33
istanbul_sabahattin_zaim_universitesi,203210149,2024,Elektronik Ve Haberleşme Mühendisliği,1
istanbul_sabahattin_zaim_universitesi,203210149,2024,Endüstri Mühendisliği,16
istanbul_sabahattin_zaim_universitesi,203210149,2024,Enerji Bilimi Ve Teknolojileri,1
istanbul_sabahattin_zaim_universitesi,203210149,2024,Gemi İnşaatı Ve Gemi Makineleri Mühendisliği,5
istanbul_sabahattin_zaim_universitesi,203210149,2024,Gemi Makineleri İşletme Mühendisliği,2
istanbul_sabahattin_zaim_universitesi,203210149,2024,Gemi Ve Deniz Teknolojisi Mühendisliği,1
istanbul_sabahattin_zaim_universitesi,203210149,2024,Havacılık Ve Uzay Mühendisliği,2
istanbul_sabahattin_zaim_universitesi,203210149,2024,Hukuk,2
istanbul_sabahattin_zaim_universitesi,203210149,2024,İnşaat Mühendisliği,2
istanbul_sabahattin_zaim_universitesi,203210149,2024,İstatistik,1
istanbul_sabahattin_zaim_universitesi,203210149,2024,Kimya Mühendisliği,4
istanbul_sabahattin_zaim_universitesi,203210149,2024,Kontrol Ve Otomasyon Mühendisliği,2
istanbul_sabahattin_zaim_universitesi,203210149,2024,Makine Mühendisliği,7
istanbul_sabahattin_zaim_universitesi,203210149,2024,Malzeme Bilimi Ve Teknolojileri,1
istanbul_sabahattin_zaim_universitesi,203210149,2024,Matematik,1
istanbul_sabahattin_zaim_universitesi,203210149,2024,Matematik Mühendisliği,1
istanbul_sabahattin_zaim_universitesi,203210149,2024,Mekatronik Mühendisliği,8
istanbul_sabahattin_zaim_universitesi,203210149,2024,Metalurji Ve Malzeme Mühendisliği,3
istanbul_sabahattin_zaim_universitesi,203210149,2024,Moleküler Biyoloji Ve Genetik,1
istanbul_sabahattin_zaim_universitesi,203210149,2024,Petrol Ve Doğalgaz Mühendisliği,2
istanbul_sabahattin_zaim_universitesi,203210149,2024,Psikoloji,1
istanbul_sabahattin_zaim_universitesi,203210149,2024,Siber Güvenlik Mühendisliği,3
istanbul_sabahattin_zaim_universitesi,203210149,2024,Tıp,2
istanbul_sabahattin_zaim_universitesi,203210149,2024,Uçak Mühendisliği,4
istanbul_sabahattin_zaim_universitesi,203210149,2024,Veri Bilimi Ve Analitiği,2
istanbul_sabahattin_zaim_universitesi,203210149,2024,Yapay Zeka Mühendisliği,2
istanbul_sabahattin_zaim_universitesi,203210149,2024,Yapay Zeka Ve Veri Mühendisliği,17
istanbul_sabahattin_zaim_universitesi,203210149,2024,Yazılım Mühendisliği,38
istanbul_sabahattin_zaim_universitesi,203210185,2022,İç Mimarlık ve Çevre Tasarımı,2
istanbul_sabahattin_zaim_universitesi,203210185,2022,Okul Öncesi Öğretmenliği,60
istanbul_sabahattin_zaim_universitesi,203210185,2022,Özel Eğitim Öğretmenliği,1
istanbul_sabahattin_zaim_universitesi,203210185,2022,Sınıf Öğretmenliği,7
istanbul_sabahattin_zaim_universitesi,203210185,2022,Siyaset Bilimi ve Kamu Yönetimi,3
istanbul_sabahattin_zaim_universitesi,203210185,2022,Siyaset Bilimi ve Uluslararası İlişkiler,1
istanbul_sabahattin_zaim_universitesi,203210185,2022,Türk Dili ve Edebiyatı,1
istanbul_sabahattin_zaim_universitesi,203210185,2023,Bilgi ve Belge Yönetimi,1
istanbul_sabahattin_zaim_universitesi,203210185,2023,Coğrafya Öğretmenliği,2
istanbul_sabahattin_zaim_universitesi,203210185,2023,Görsel İletişim Tasarımı,1
istanbul_sabahattin_zaim_universitesi,203210185,2023,Halkla İlişkiler ve Reklamcılık (Fakülte),1
istanbul_sabahattin_zaim_universitesi,203210185,2023,Okul Öncesi Öğretmenliği,30
istanbul_sabahattin_zaim_universitesi,203210185,2023,Özel Eğitim Öğretmenliği,9
istanbul_sabahattin_zaim_universitesi,203210185,2023,Psikoloji,1
istanbul_sabahattin_zaim_universitesi,203210185,2023,Sosyal Hizmet (Fakülte),1
istanbul_sabahattin_zaim_universitesi,203210185,2023,Sosyoloji,2
istanbul_sabahattin_zaim_universitesi,203210185,2023,Tarih,2
istanbul_sabahattin_zaim_universitesi,203210185,2023,Türk Dili ve Edebiyatı,3
istanbul_sabahattin_zaim_universitesi,203210185,2023,Türkçe Öğretmenliği,1
istanbul_sabahattin_zaim_universitesi,203210185,2023,Yeni Medya ve İletişim,1
istanbul_sabahattin_zaim_universitesi,203210185,2024,Ebelik,1
istanbul_sabahattin_zaim_universitesi,203210185,2024,Ekonomi,1
istanbul_sabahattin_zaim_universitesi,203210185,2024,Gastronomi Ve Mutfak Sanatları,3
istanbul_sabahattin_zaim_universitesi,203210185,2024,Görsel İletişim Tasarımı,5
istanbul_sabahattin_zaim_universitesi,203210185,2024,Havacılık Yönetimi,1
istanbul_sabahattin_zaim_universitesi,203210185,2024,İktisat,2
istanbul_sabahattin_zaim_universitesi,203210185,2024,İç Mimarlık Ve Çevre Tasarımı,2
istanbul_sabahattin_zaim_universitesi,203210185,2024,İşletme,8
istanbul_sabahattin_zaim_universitesi,203210185,2024,Kuyumculuk Ve Mücevher Tasarımı,1
istanbul_sabahattin_zaim_universitesi,203210185,2024,Maliye,1
istanbul_sabahattin_zaim_universitesi,203210185,2024,Okul Öncesi Öğretmenliği,71
istanbul_sabahattin_zaim_universitesi,203210185,2024,Psikoloji,3
istanbul_sabahattin_zaim_universitesi,203210185,2024,Sınıf Öğretmenliği,1
istanbul_sabahattin_zaim_universitesi,203210185,2024,Siyaset Bilimi Ve Uluslararası İlişkiler,1
istanbul_sabahattin_zaim_universitesi,203210185,2024,Sosyal Bilgiler Öğretmenliği,2
istanbul_sabahattin_zaim_universitesi,203210185,2024,Tarih,3
istanbul_sabahattin_zaim_universitesi,203210185,2024,Tarih Öğretmenliği,1
istanbul_sabahattin_zaim_universitesi,203210185,2024,Tekstil Ve Moda Tasarımı,1
istanbul_sabahattin_zaim_universitesi,203210185,2024,Uluslararası İlişkiler,1
istanbul_sabahattin_zaim_universitesi,203210185,2024,Çocuk Gelişimi,2
istanbul_sabahattin_zaim_universitesi,203210185,2024,Özel Eğitim Öğretmenliği,71
istanbul_sabahattin_zaim_universitesi,203210194,2022,Bilgi ve Belge Yönetimi,7
istanbul_sabahattin_zaim_universitesi,203210194,2022,Coğrafya,6
istanbul_sabahattin_zaim_universitesi,203210194,2022,Coğrafya Öğretmenliği,7
istanbul_sabahattin_zaim_universitesi,203210194,2022,Çocuk Gelişimi (Fakülte),6
istanbul_sabahattin_zaim_universitesi,203210194,2022,Çocuk Gelişimi (Yüksekokul),1
istanbul_sabahattin_zaim_universitesi,203210194,2022,Gastronomi ve Mutfak Sanatları (Fakülte),4
istanbul_sabahattin_zaim_universitesi,203210194,2022,Gastronomi ve Mutfak Sanatları (Yüksekokul),2
istanbul_sabahattin_zaim_universitesi,203210194,2022,Halkla İlişkiler ve Reklamcılık (Fakülte),1
istanbul_sabahattin_zaim_universitesi,203210194,2022,Halkla İlişkiler ve Tanıtım,5
istanbul_sabahattin_zaim_universitesi,203210194,2022,İç Mimarlık ve Çevre Tasarımı,1
istanbul_sabahattin_zaim_universitesi,203210194,2022,İlahiyat,4
istanbul_sabahattin_zaim_universitesi,203210194,2022,İlahiyat (M.T.O.K.),1
istanbul_sabahattin_zaim_universitesi,203210194,2022,İslami İlimler,2
istanbul_sabahattin_zaim_universitesi,203210194,2022,Kıbrıs,7
istanbul_sabahattin_zaim_universitesi,203210194,2022,Medya ve Görsel Sanatlar,1
istanbul_sabahattin_zaim_universitesi,203210194,2022,Okul Öncesi Öğretmenliği,276
istanbul_sabahattin_zaim_universitesi,203210194,2022,Ön Lisans,3
istanbul_sabahattin_zaim_universitesi,203210194,2022,Özel Eğitim Öğretmenliği,87
istanbul_sabahattin_zaim_universitesi,203210194,2022,Psikoloji,6
istanbul_sabahattin_zaim_universitesi,203210194,2022,Rehberlik ve Psikolojik Danışmanlık,14
istanbul_sabahattin_zaim_universitesi,203210194,2022,Sınıf Öğretmenliği,4
istanbul_sabahattin_zaim_universitesi,203210194,2022,Siyaset Bilimi ve Uluslararası İlişkiler,3
istanbul_sabahattin_zaim_universitesi,203210194,2022,Sosyal Bilgiler Öğretmenliği,30
istanbul_sabahattin_zaim_universitesi,203210194,2022,Sosyal Hizmet (Fakülte),4
istanbul_sabahattin_zaim_universitesi,203210194,2022,Türk Dili ve Edebiyatı,8
istanbul_sabahattin_zaim_universitesi,203210194,2022,Türkçe Öğretmenliği,47
istanbul_sabahattin_zaim_universitesi,203210194,2024,Beslenme Ve Diyetetik,1
istanbul_sabahattin_zaim_universitesi,203210194,2024,Bilgi Ve Belge Yönetimi,1
istanbul_sabahattin_zaim_universitesi,203210194,2024,Coğrafya,3
istanbul_sabahattin_zaim_universitesi,203210194,2024,Denizcilik İşletmeleri Yönetimi,1
istanbul_sabahattin_zaim_universitesi,203210194,2024,Dil Ve Konuşma Terapisi,4
istanbul_sabahattin_zaim_universitesi,203210194,2024,Ebelik,3
istanbul_sabahattin_zaim_universitesi,203210194,2024,Ekonometri,1
istanbul_sabahattin_zaim_universitesi,203210194,2024,Ergoterapi,1
istanbul_sabahattin_zaim_universitesi,203210194,2024,Film Tasarımı Ve Yazarlığı,1
istanbul_sabahattin_zaim_universitesi,203210194,2024,Finans Ve Bankacılık,5
istanbul_sabahattin_zaim_universitesi,203210194,2024,Finans Ve Bankacılık (yüksekokul),1
istanbul_sabahattin_zaim_universitesi,203210194,2024,Gastronomi Ve Mutfak Sanatları,12
istanbul_sabahattin_zaim_universitesi,203210194,2024,Gazetecilik,2
istanbul_sabahattin_zaim_universitesi,203210194,2024,Görsel İletişim Tasarımı,1
istanbul_sabahattin_zaim_universitesi,203210194,2024,Halkla İlişkiler Ve Tanıtım,2
istanbul_sabahattin_zaim_universitesi,203210194,2024,Havacılık Yönetimi,10
istanbul_sabahattin_zaim_universitesi,203210194,2024,Havacılık Yönetimi (yüksekokul),2
istanbul_sabahattin_zaim_universitesi,203210194,2024,Hemşirelik,3
istanbul_sabahattin_zaim_universitesi,203210194,2024,İlahiyat,23
istanbul_sabahattin_zaim_universitesi,203210194,2024,İslami İlimler,3
istanbul_sabahattin_zaim_universitesi,203210194,2024,İç Mimarlık Ve Çevre Tasarımı,5
istanbul_sabahattin_zaim_universitesi,203210194,2024,İşletme,8
istanbul_sabahattin_zaim_universitesi,203210194,2024,Moleküler Biyoloji Ve Genetik,1
istanbul_sabahattin_zaim_universitesi,203210194,2024,Okul Öncesi Öğretmenliği,277
istanbul_sabahattin_zaim_universitesi,203210194,2024,Psikoloji,9
istanbul_sabahattin_zaim_universitesi,203210194,2024,Rehberlik Ve Psikolojik Danışmanlık,1
istanbul_sabahattin_zaim_universitesi,203210194,2024,Sanat Ve Kültür Yönetimi,1
istanbul_sabahattin_zaim_universitesi,203210194,2024,Sağlık Yönetimi,10
istanbul_sabahattin_zaim_universitesi,203210194,2024,Sınıf Öğretmenliği,5
istanbul_sabahattin_zaim_universitesi,203210194,2024,Siyaset Bilimi Ve Kamu Yönetimi,1
istanbul_sabahattin_zaim_universitesi,203210194,2024,Sosyal Bilgiler Öğretmenliği,10
istanbul_sabahattin_zaim_universitesi,203210194,2024,Sosyal Hizmet,9
istanbul_sabahattin_zaim_universitesi,203210194,2024,Sosyal Hizmet (yüksekokul),1
istanbul_sabahattin_zaim_universitesi,203210194,2024,Sosyoloji,2
istanbul_sabahattin_zaim_universitesi,203210194,2024,Tarih,1
istanbul_sabahattin_zaim_universitesi,203210194,2024,Türk Dili Ve Edebiyatı,14
istanbul_sabahattin_zaim_universitesi,203210194,2024,Türk Dili Ve Edebiyatı Öğretmenliği,2
istanbul_sabahattin_zaim_universitesi,203210194,2024,Türkçe Öğretmenliği,35
istanbul_sabahattin_zaim_universitesi,203210194,2024,Uluslararası Ticaret Ve Finansman,1
istanbul_sabahattin_zaim_universitesi,203210194,2024,Uluslararası Ticaret Ve Lojistik,1
istanbul_sabahattin_zaim_universitesi,203210194,2024,Yeni Medya Ve İletişim,4
istanbul_sabahattin_zaim_universitesi,203210194,2024,Yönetim Bilişim Sistemleri,1
istanbul_sabahattin_zaim_universitesi,203210194,2024,Çocuk Gelişimi,18
istanbul_sabahattin_zaim_universitesi,203210194,2024,Çocuk Gelişimi (yüksekokul),2
istanbul_sabahattin_zaim_universitesi,203210194,2024,Özel Eğitim Öğretmenliği,49
istanbul_sabahattin_zaim_universitesi,203210228,2022,Halkla İlişkiler ve Reklamcılık (Fakülte),1
istanbul_sabahattin_zaim_universitesi,203210228,2022,Halkla İlişkiler ve Tanıtım,2
istanbul_sabahattin_zaim_universitesi,203210228,2022,Hukuk,1
istanbul_sabahattin_zaim_universitesi,203210228,2022,İktisat,5
istanbul_sabahattin_zaim_universitesi,203210228,2022,İşletme,6
istanbul_sabahattin_zaim_universitesi,203210228,2022,Lojistik Yönetimi (Fakülte),1
istanbul_sabahattin_zaim_universitesi,203210228,2022,Özel Eğitim Öğretmenliği,6
istanbul_sabahattin_zaim_universitesi,203210228,2022,Psikoloji,13
istanbul_sabahattin_zaim_universitesi,203210228,2022,Rehberlik ve Psikolojik Danışmanlık,45
istanbul_sabahattin_zaim_universitesi,203210228,2022,Sınıf Öğretmenliği,5
istanbul_sabahattin_zaim_universitesi,203210228,2022,Siyaset Bilimi ve Kamu Yönetimi,1
istanbul_sabahattin_zaim_universitesi,203210228,2022,Siyaset Bilimi ve Uluslararası İlişkiler,5
istanbul_sabahattin_zaim_universitesi,203210228,2022,Türk Dili ve Edebiyatı,1
istanbul_sabahattin_zaim_universitesi,203210228,2022,Yeni Medya ve İletişim,1
istanbul_sabahattin_zaim_universitesi,203210228,2022,Yönetim Bilişim Sistemleri (Fakülte),2
istanbul_sabahattin_zaim_universitesi,203210228,2023,Okul Öncesi Öğretmenliği,1
istanbul_sabahattin_zaim_universitesi,203210228,2023,Psikoloji,24
istanbul_sabahattin_zaim_universitesi,203210228,2023,Rehberlik ve Psikolojik Danışmanlık,29
istanbul_sabahattin_zaim_universitesi,203210228,2023,Sınıf Öğretmenliği,10
istanbul_sabahattin_zaim_universitesi,203210228,2023,Sosyal Hizmet (Fakülte),1
istanbul_sabahattin_zaim_universitesi,203210228,2023,Türk Dili ve Edebiyatı,2
istanbul_sabahattin_zaim_universitesi,203210228,2024,Hukuk,3
istanbul_sabahattin_zaim_universitesi,203210228,2024,İktisat,2
istanbul_sabahattin_zaim_universitesi,203210228,2024,Psikoloji,11
istanbul_sabahattin_zaim_universitesi,203210228,2024,Rehberlik Ve Psikolojik Danışmanlık,41
istanbul_sabahattin_zaim_universitesi,203210228,2024,Sınıf Öğretmenliği,13
istanbul_sabahattin_zaim_universitesi,203210228,2024,Sosyoloji,3
istanbul_sabahattin_zaim_universitesi,203210228,2024,Yeni Medya Ve İletişim,1
istanbul_sabahattin_zaim_universitesi,203210228,2024,Yönetim Bilişim Sistemleri,1
istanbul_sabahattin_zaim_universitesi,203210228,2024,Çocuk Gelişimi,2
istanbul_sabahattin_zaim_universitesi,203210237,2022,Beslenme ve Diyetetik (Fakülte),1
istanbul_sabahattin_zaim_universitesi,203210237,2022,Coğrafya,1
istanbul_sabahattin_zaim_universitesi,203210237,2022,Çocuk Gelişimi (Yüksekokul),1
istanbul_sabahattin_zaim_universitesi,203210237,2022,Ebelik (Fakülte),1
istanbul_sabahattin_zaim_universitesi,203210237,2022,Endüstri Mühendisliği,6
istanbul_sabahattin_zaim_universitesi,203210237,2022,Felsefe,4
istanbul_sabahattin_zaim_universitesi,203210237,2022,Görsel İletişim Tasarımı,8
istanbul_sabahattin_zaim_universitesi,203210237,2022,Hemşirelik (Fakülte),8
istanbul_sabahattin_zaim_universitesi,203210237,2022,İç Mimarlık ve Çevre Tasarımı,14
istanbul_sabahattin_zaim_universitesi,203210237,2022,İlköğretim Matematik Öğretmenliği,1
istanbul_sabahattin_zaim_universitesi,203210237,2022,Lojistik Yönetimi (Fakülte),2
istanbul_sabahattin_zaim_universitesi,203210237,2022,Matematik,3
istanbul_sabahattin_zaim_universitesi,203210237,2022,Okul Öncesi Öğretmenliği,15
istanbul_sabahattin_zaim_universitesi,203210237,2022,Ön Lisans,3
istanbul_sabahattin_zaim_universitesi,203210237,2022,Psikoloji,47
istanbul_sabahattin_zaim_universitesi,203210237,2022,"Radyo, Televizyon ve Sinema",1
