university,yop_kodu,year,lise_adi,sehir,ilce,yerlesen_sayisi,is_ozel,is_fen,is_anadolu,is_acik_ogretim
fatih_sultan_mehmet_vakif_universitesi,201410029,2022,AÇIK ÖĞRETİM LİSESİ ( - MERKEZE BAĞLI TAŞRA),,MERKEZE BAĞLI TAŞRA,3,False,False,False,True
fatih_sultan_mehmet_vakif_universitesi,201410029,2022,BAYRAMPAŞA TUNA MESLEKİ VE TEKNİK ANADOLU LİSESİ (İSTANBUL - BAYRAMPAŞA),İSTANBUL,BAYRAMPAŞA,1,False,False,True,False
fatih_sultan_mehmet_vakif_universitesi,201410029,2022,ERENKÖY KIZ LİSESİ (İSTANBUL - KADIKÖY),İSTANBUL,KADIKÖY,1,False,False,False,False
fatih_sultan_mehmet_vakif_universitesi,201410029,2022,GÜÇ KARDEŞLER ANADOLU LİSESİ (İSTANBUL - ÇEKMEKÖY),İSTANBUL,ÇEKMEKÖY,1,False,False,True,False
fatih_sultan_mehmet_vakif_universitesi,201410029,2022,İSTANBUL ÜSKÜDAR LİSESİ (İSTANBUL - ÜSKÜDAR),İSTANBUL,ÜSKÜDAR,1,False,False,False,False
fatih_sultan_mehmet_vakif_universitesi,201410029,2022,KURTKÖY ANADOLU LİSESİ (İSTANBUL - PENDİK),İSTANBUL,PENDİK,1,False,False,True,False
fatih_sultan_mehmet_vakif_universitesi,201410029,2022,ÖZDEMİR SABANCI EMİRGAN ANADOLU LİSESİ (İSTANBUL - SARIYER),İSTANBUL,SARIYER,1,False,False,True,False
fatih_sultan_mehmet_vakif_universitesi,201410029,2022,ŞEHİT MUSTAFA YAMAN ANADOLU İMAM HATİP LİSESİ (İZMİR - GAZİEMİR),İZMİR,GAZİEMİR,1,False,False,True,False
fatih_sultan_mehmet_vakif_universitesi,201410029,2022,TOKİ KAYAŞEHİR ANADOLU LİSESİ (İSTANBUL - BAŞAKŞEHİR),İSTANBUL,BAŞAKŞEHİR,1,False,False,True,False
fatih_sultan_mehmet_vakif_universitesi,201410029,2022,ÜSKÜDAR MİHRİMAH SULTAN KIZ ANADOLU İMAM HATİP LİSESİ (İSTANBUL - ÜSKÜDAR),İSTANBUL,ÜSKÜDAR,1,False,False,True,False
fatih_sultan_mehmet_vakif_universitesi,201410029,2023,AÇIK ÖĞRETİM LİSESİ ( - MERKEZE BAĞLI TAŞRA),,MERKEZE BAĞLI TAŞRA,1,False,False,False,True
fatih_sultan_mehmet_vakif_universitesi,201410029,2023,AVCILAR SAİDE ZORLU MESLEKİ VE TEKNİK ANADOLU LİSESİ (İSTANBUL - AVCILAR),İSTANBUL,AVCILAR,1,False,False,True,False
fatih_sultan_mehmet_vakif_universitesi,201410029,2023,KARTAL MEHMET AKİF ERSOY ANADOLU İMAM HATİP LİSESİ (İSTANBUL - KARTAL),İSTANBUL,KARTAL,1,False,False,True,False
fatih_sultan_mehmet_vakif_universitesi,201410029,2023,ÖZEL TURGUT ÖZAL ANADOLU LİSESİ (MALATYA - BATTALGAZİ),MALATYA,BATTALGAZİ,1,True,False,True,False
fatih_sultan_mehmet_vakif_universitesi,201410029,2023,ŞAİR ABAY KONANBAY ANADOLU LİSESİ (İSTANBUL - SULTANGAZİ),İSTANBUL,SULTANGAZİ,1,False,False,True,False
fatih_sultan_mehmet_vakif_universitesi,201410029,2024,AFYONKARAHİSAR ANAFARTALAR ANADOLU LİSESİ (AFYONKARAHİSAR - MERKEZ),AFYONKARAHİSAR,MERKEZ,1,False,False,True,False
fatih_sultan_mehmet_vakif_universitesi,201410029,2024,ÖZEL DERYA ÖNCÜ ANADOLU LİSESİ (İSTANBUL - ÜSKÜDAR),İSTANBUL,ÜSKÜDAR,1,True,False,True,False
fatih_sultan_mehmet_vakif_universitesi,201410029,2024,SEBAHATTİN AKYÜZ FEN LİSESİ (MUĞLA - MİLAS),MUĞLA,MİLAS,1,False,True,False,False
fatih_sultan_mehmet_vakif_universitesi,201410029,2024,TOKİ ALİYA İZZETBEGOVİÇ ANADOLU İMAM HATİP LİSESİ (İSTANBUL - BAŞAKŞEHİR),İSTANBUL,BAŞAKŞEHİR,1,False,False,True,False
fatih_sultan_mehmet_vakif_universitesi,201410029,2024,ÜSKÜDAR AHMET KELEŞOĞLU ANADOLU LİSESİ (İSTANBUL - ÜSKÜDAR),İSTANBUL,ÜSKÜDAR,1,False,False,True,False
fatih_sultan_mehmet_vakif_universitesi,201410038,2022,AÇIK ÖĞRETİM LİSESİ ( - MERKEZE BAĞLI TAŞRA),,MERKEZE BAĞLI TAŞRA,3,False,False,False,True
fatih_sultan_mehmet_vakif_universitesi,201410038,2022,ALİBEYKÖY MESLEKİ VE TEKNİK ANADOLU LİSESİ (İSTANBUL - EYÜPSULTAN),İSTANBUL,EYÜPSULTAN,1,False,False,True,False
fatih_sultan_mehmet_vakif_universitesi,201410038,2022,BURHAN FELEK ANADOLU LİSESİ (İSTANBUL - ÜSKÜDAR),İSTANBUL,ÜSKÜDAR,1,False,False,True,False
fatih_sultan_mehmet_vakif_universitesi,201410038,2022,CAHİT ZARİFOĞLU ANADOLU İMAM HATİP LİSESİ (İSTANBUL - ATAŞEHİR),İSTANBUL,ATAŞEHİR,1,False,False,True,False
fatih_sultan_mehmet_vakif_universitesi,201410038,2022,CİBALİ ŞEHİT İLHAN VARANK ANADOLU İMAM HATİP LİSESİ (İSTANBUL - FATİH),İSTANBUL,FATİH,1,False,False,True,False
fatih_sultan_mehmet_vakif_universitesi,201410038,2022,EMİN YÜKSELOĞLU KIZ ANADOLU İMAM HATİP LİSESİ (İSTANBUL - BEYLİKDÜZÜ),İSTANBUL,BEYLİKDÜZÜ,1,False,False,True,False
fatih_sultan_mehmet_vakif_universitesi,201410038,2022,ESENLER GÜZİDE ÖZDİLEK KIZ ANADOLU İMAM HATİP LİSESİ (İSTANBUL - ESENLER),İSTANBUL,ESENLER,1,False,False,True,False
fatih_sultan_mehmet_vakif_universitesi,201410038,2022,HÜSNÜ M. ÖZYEĞİN ANADOLU LİSESİ (İSTANBUL - SULTANBEYLİ),İSTANBUL,SULTANBEYLİ,1,False,False,True,False
fatih_sultan_mehmet_vakif_universitesi,201410038,2022,İSTANBUL ÜSKÜDAR LİSESİ (İSTANBUL - ÜSKÜDAR),İSTANBUL,ÜSKÜDAR,1,False,False,False,False
fatih_sultan_mehmet_vakif_universitesi,201410038,2022,İZZET ÜNVER ANADOLU İMAM HATİP LİSESİ (İSTANBUL - GÜNGÖREN),İSTANBUL,GÜNGÖREN,1,False,False,True,False
fatih_sultan_mehmet_vakif_universitesi,201410038,2022,KADIKÖY AHMET SANİ GEZİCİ KIZ ANADOLU İMAM HATİP LİSESİ (İSTANBUL - KADIKÖY),İSTANBUL,KADIKÖY,1,False,False,True,False
fatih_sultan_mehmet_vakif_universitesi,201410038,2022,KURTULUŞ ANADOLU LİSESİ (İSTANBUL - ŞİŞLİ),İSTANBUL,ŞİŞLİ,1,False,False,True,False
fatih_sultan_mehmet_vakif_universitesi,201410038,2022,MESLEKİ AÇIKÖĞRETİM LİSESİ ( - MERKEZE BAĞLI TAŞRA),,MERKEZE BAĞLI TAŞRA,2,False,False,False,False
fatih_sultan_mehmet_vakif_universitesi,201410038,2022,MİTHATPAŞA MESLEKİ VE TEKNİK ANADOLU LİSESİ (İSTANBUL - ÜSKÜDAR),İSTANBUL,ÜSKÜDAR,1,False,False,True,False
fatih_sultan_mehmet_vakif_universitesi,201410038,2022,ÖZEL FATİH FİNAL TEMEL LİSESİ (İSTANBUL - FATİH),İSTANBUL,FATİH,1,True,False,False,False
fatih_sultan_mehmet_vakif_universitesi,201410038,2022,SABANCI 50. YIL ANADOLU LİSESİ (İSTANBUL - AVCILAR),İSTANBUL,AVCILAR,1,False,False,True,False
fatih_sultan_mehmet_vakif_universitesi,201410038,2022,SAMANDIRA MESLEKİ VE TEKNİK ANADOLU LİSESİ (İSTANBUL - SANCAKTEPE),İSTANBUL,SANCAKTEPE,1,False,False,True,False
fatih_sultan_mehmet_vakif_universitesi,201410038,2022,SEMİHA ŞAKİR ANADOLU LİSESİ (İSTANBUL - KARTAL),İSTANBUL,KARTAL,1,False,False,True,False
fatih_sultan_mehmet_vakif_universitesi,201410038,2022,TUNA ANADOLU LİSESİ (İSTANBUL - BAYRAMPAŞA),İSTANBUL,BAYRAMPAŞA,1,False,False,True,False
fatih_sultan_mehmet_vakif_universitesi,201410038,2022,ÜSKÜDAR ANADOLU İMAM HATİP LİSESİ (İSTANBUL - ÜSKÜDAR),İSTANBUL,ÜSKÜDAR,1,False,False,True,False
fatih_sultan_mehmet_vakif_universitesi,201410038,2023,AÇIK ÖĞRETİM LİSESİ ( - MERKEZE BAĞLI TAŞRA),,MERKEZE BAĞLI TAŞRA,3,False,False,False,True
fatih_sultan_mehmet_vakif_universitesi,201410038,2023,ALİBEYKÖY MESLEKİ VE TEKNİK ANADOLU LİSESİ (İSTANBUL - EYÜPSULTAN),İSTANBUL,EYÜPSULTAN,1,False,False,True,False
fatih_sultan_mehmet_vakif_universitesi,201410038,2023,BAYRAMPAŞA ALİYA İZZETBEGOVİÇ KIZ ANADOLU İMAM HATİP LİSESİ (İSTANBUL - BAYRAMPAŞA),İSTANBUL,BAYRAMPAŞA,1,False,False,True,False
fatih_sultan_mehmet_vakif_universitesi,201410038,2023,ESATPAŞA ANADOLU İMAM HATİP LİSESİ (İSTANBUL - ATAŞEHİR),İSTANBUL,ATAŞEHİR,1,False,False,True,False
fatih_sultan_mehmet_vakif_universitesi,201410038,2023,GAZİOSMANPAŞA MESLEKİ VE TEKNİK ANADOLU LİSESİ (İSTANBUL - GAZİOSMANPAŞA),İSTANBUL,GAZİOSMANPAŞA,1,False,False,True,False
fatih_sultan_mehmet_vakif_universitesi,201410038,2023,HALİDE EDİP MESLEKİ VE TEKNİK ANADOLU LİSESİ (İSTANBUL - ÜMRANİYE),İSTANBUL,ÜMRANİYE,1,False,False,True,False
fatih_sultan_mehmet_vakif_universitesi,201410038,2023,KASIMPAŞA ANADOLU LİSESİ (İSTANBUL - BEYOĞLU),İSTANBUL,BEYOĞLU,1,False,False,True,False
fatih_sultan_mehmet_vakif_universitesi,201410038,2023,KURTULUŞ ANADOLU LİSESİ (İSTANBUL - ŞİŞLİ),İSTANBUL,ŞİŞLİ,1,False,False,True,False
fatih_sultan_mehmet_vakif_universitesi,201410038,2023,MALTEPE ORHANGAZİ ANADOLU İMAM HATİP LİSESİ (İSTANBUL - MALTEPE),İSTANBUL,MALTEPE,1,False,False,True,False
fatih_sultan_mehmet_vakif_universitesi,201410038,2023,ÖZEL YÖNELİM MESLEKİ VE TEKNİK ANADOLU LİSESİ (İSTANBUL - BÜYÜKÇEKMECE),İSTANBUL,BÜYÜKÇEKMECE,1,True,False,True,False
fatih_sultan_mehmet_vakif_universitesi,201410038,2023,SERVERGAZİ BORSA İSTANBUL MESLEKİ VE TEKNİK ANADOLU LİSESİ (DENİZLİ - MERKEZEFENDİ),DENİZLİ,MERKEZEFENDİ,1,False,False,True,False
fatih_sultan_mehmet_vakif_universitesi,201410038,2023,ÜMİT MERİÇ KIZ ANADOLU İMAM HATİP LİSESİ (İSTANBUL - ATAŞEHİR),İSTANBUL,ATAŞEHİR,1,False,False,True,False
fatih_sultan_mehmet_vakif_universitesi,201410038,2023,YEŞİLKÖY 50. YIL ANADOLU LİSESİ (İSTANBUL - BAKIRKÖY),İSTANBUL,BAKIRKÖY,1,False,False,True,False
fatih_sultan_mehmet_vakif_universitesi,201410038,2024,ÜSKÜDAR BORSA İSTANBUL MESLEKİ VE TEKNİK ANADOLU LİSESİ (İSTANBUL - ÜSKÜDAR),İSTANBUL,ÜSKÜDAR,1,False,False,True,False
fatih_sultan_mehmet_vakif_universitesi,201410038,2024,AÇIK ÖĞRETİM LİSESİ ( - MERKEZE BAĞLI TAŞRA),,MERKEZE BAĞLI TAŞRA,1,False,False,False,True
fatih_sultan_mehmet_vakif_universitesi,201410038,2024,ERHAN DEDEOĞLU ANADOLU LİSESİ (İSTANBUL - GÜNGÖREN),İSTANBUL,GÜNGÖREN,1,False,False,True,False
fatih_sultan_mehmet_vakif_universitesi,201410038,2024,MESLEKİ AÇIKÖĞRETİM LİSESİ ( - MERKEZE BAĞLI TAŞRA),,MERKEZE BAĞLI TAŞRA,1,False,False,False,False
fatih_sultan_mehmet_vakif_universitesi,201410038,2024,NAMIK KEMAL ANADOLU İMAM HATİP LİSESİ (İSTANBUL - ÜMRANİYE),İSTANBUL,ÜMRANİYE,1,False,False,True,False
fatih_sultan_mehmet_vakif_universitesi,201410038,2024,ÖZEL KADIKÖY EĞİTMEN ANADOLU LİSESİ (İSTANBUL - KADIKÖY),İSTANBUL,KADIKÖY,1,True,False,True,False
fatih_sultan_mehmet_vakif_universitesi,201410038,2024,ÖZEL ÜSKÜDAR SINAV ANADOLU LİSESİ (İSTANBUL - ÜSKÜDAR),İSTANBUL,ÜSKÜDAR,1,True,False,True,False
fatih_sultan_mehmet_vakif_universitesi,201410038,2024,ÖZEL ZİNCİRLİKUYU CEBİRSEL EĞİTİM VE RASYONEL NİTELİK (CERN) KOLEJİ ANADOLU LİSESİ (İSTANBUL - ŞİŞLİ),CERN) KOLEJİ ANADOLU LİSESİ (İSTANBUL,ŞİŞLİ,1,True,False,True,False
fatih_sultan_mehmet_vakif_universitesi,201410038,2024,ŞEHİT CENGİZ SARIBAŞ ANADOLU LİSESİ (İSTANBUL - BAHÇELİEVLER),İSTANBUL,BAHÇELİEVLER,1,False,False,True,False
fatih_sultan_mehmet_vakif_universitesi,201410056,2022,AÇIK ÖĞRETİM LİSESİ ( - MERKEZE BAĞLI TAŞRA),,MERKEZE BAĞLI TAŞRA,2,False,False,False,True
fatih_sultan_mehmet_vakif_universitesi,201410056,2022,ASİYE AĞAOĞLU ANADOLU LİSESİ (İSTANBUL - ÜMRANİYE),İSTANBUL,ÜMRANİYE,1,False,False,True,False
fatih_sultan_mehmet_vakif_universitesi,201410056,2022,ATATÜRK ANADOLU LİSESİ (İSTANBUL - ESENLER),İSTANBUL,ESENLER,1,False,False,True,False
fatih_sultan_mehmet_vakif_universitesi,201410056,2022,AYŞE HÜMEYRA ÖKTEN KIZ ANADOLU İMAM HATİP LİSESİ (İSTANBUL - ÜSKÜDAR),İSTANBUL,ÜSKÜDAR,1,False,False,True,False
fatih_sultan_mehmet_vakif_universitesi,201410056,2022,BAĞLARBAŞI PAZARLAMA VE PERAKENDE MESLEKİ VE TEKNİK ANADOLU LİSESİ (İSTANBUL - ÜSKÜDAR),İSTANBUL,ÜSKÜDAR,1,False,False,True,False
fatih_sultan_mehmet_vakif_universitesi,201410056,2022,EMİN YÜKSELOĞLU KIZ ANADOLU İMAM HATİP LİSESİ (İSTANBUL - BEYLİKDÜZÜ),İSTANBUL,BEYLİKDÜZÜ,1,False,False,True,False
fatih_sultan_mehmet_vakif_universitesi,201410056,2022,ERKUT SOYAK ANADOLU LİSESİ (İSTANBUL - ÜMRANİYE),İSTANBUL,ÜMRANİYE,1,False,False,True,False
fatih_sultan_mehmet_vakif_universitesi,201410056,2022,FATİH ATATÜRK ÇAĞDAŞ YAŞAM ÇOK PROGRAMLI ANADOLU LİSESİ (İSTANBUL - FATİH),İSTANBUL,FATİH,1,False,False,True,False
fatih_sultan_mehmet_vakif_universitesi,201410056,2022,GALATA KIZ ANADOLU İMAM HATİP LİSESİ (İSTANBUL - BEYOĞLU),İSTANBUL,BEYOĞLU,1,False,False,True,False
fatih_sultan_mehmet_vakif_universitesi,201410056,2022,GÜÇ KARDEŞLER ANADOLU LİSESİ (İSTANBUL - ÇEKMEKÖY),İSTANBUL,ÇEKMEKÖY,1,False,False,True,False
fatih_sultan_mehmet_vakif_universitesi,201410056,2022,HACI AYŞE ATEŞ ANADOLU LİSESİ (İSTANBUL - SULTANGAZİ),İSTANBUL,SULTANGAZİ,1,False,False,True,False
fatih_sultan_mehmet_vakif_universitesi,201410056,2022,HALİDE EDİP ADIVAR ANADOLU LİSESİ (İSTANBUL - ÜSKÜDAR),İSTANBUL,ÜSKÜDAR,1,False,False,True,False
fatih_sultan_mehmet_vakif_universitesi,201410056,2022,HASAN CELAL GÜZEL ANADOLU LİSESİ (İSTANBUL - SULTANGAZİ),İSTANBUL,SULTANGAZİ,1,False,False,True,False
fatih_sultan_mehmet_vakif_universitesi,201410056,2022,HENZA AKIN ÇOLAKOĞLU ANADOLU İMAM HATİP LİSESİ (İSTANBUL - ÜSKÜDAR),İSTANBUL,ÜSKÜDAR,1,False,False,True,False
fatih_sultan_mehmet_vakif_universitesi,201410056,2022,İSTANBUL BÜYÜKŞEHİR ŞEHİT ŞERİFE BACI ÇOK PROGRAMLI ANADOLU LİSESİ (İSTANBUL - AVCILAR),İSTANBUL,AVCILAR,1,False,False,True,False
fatih_sultan_mehmet_vakif_universitesi,201410056,2022,KAĞITHANE MESLEKİ VE TEKNİK ANADOLU LİSESİ (İSTANBUL - KAĞITHANE),İSTANBUL,KAĞITHANE,1,False,False,True,False
fatih_sultan_mehmet_vakif_universitesi,201410056,2022,MAÇKA MESLEKİ VE TEKNİK ANADOLU LİSESİ (İSTANBUL - ŞİŞLİ),İSTANBUL,ŞİŞLİ,1,False,False,True,False
fatih_sultan_mehmet_vakif_universitesi,201410056,2022,MALTEPE KIZ ANADOLU İMAM HATİP LİSESİ (İSTANBUL - MALTEPE),İSTANBUL,MALTEPE,1,False,False,True,False
fatih_sultan_mehmet_vakif_universitesi,201410056,2022,MESLEKİ AÇIKÖĞRETİM LİSESİ ( - MERKEZE BAĞLI TAŞRA),,MERKEZE BAĞLI TAŞRA,2,False,False,False,False
fatih_sultan_mehmet_vakif_universitesi,201410056,2022,MEVLANA MESLEKİ VE TEKNİK ANADOLU LİSESİ (İSTANBUL - ATAŞEHİR),İSTANBUL,ATAŞEHİR,2,False,False,True,False
fatih_sultan_mehmet_vakif_universitesi,201410056,2022,MİMAR SİNAN KIZ ANADOLU İMAM HATİP LİSESİ (İSTANBUL - SULTANGAZİ),İSTANBUL,SULTANGAZİ,1,False,False,True,False
fatih_sultan_mehmet_vakif_universitesi,201410056,2022,NURİ PAKDİL ANADOLU LİSESİ (İSTANBUL - SULTANGAZİ),İSTANBUL,SULTANGAZİ,1,False,False,True,False
fatih_sultan_mehmet_vakif_universitesi,201410056,2022,ÖZEL GAZİOSMANPAŞA UĞUR ANADOLU LİSESİ (İSTANBUL - GAZİOSMANPAŞA),İSTANBUL,GAZİOSMANPAŞA,1,True,False,True,False
fatih_sultan_mehmet_vakif_universitesi,201410056,2022,ÖZEL İNCİ ÜMRANİYE ANADOLU LİSESİ (İSTANBUL - ÜMRANİYE),İSTANBUL,ÜMRANİYE,1,True,False,True,False
fatih_sultan_mehmet_vakif_universitesi,201410056,2022,ŞEYH ŞAMİL MESLEKİ VE TEKNİK ANADOLU LİSESİ (İSTANBUL - ÜSKÜDAR),İSTANBUL,ÜSKÜDAR,1,False,False,True,False
fatih_sultan_mehmet_vakif_universitesi,201410056,2022,TEB ATAŞEHİR ANADOLU LİSESİ (İSTANBUL - ATAŞEHİR),İSTANBUL,ATAŞEHİR,1,False,False,True,False
fatih_sultan_mehmet_vakif_universitesi,201410056,2022,ÜSKÜDAR MİHRİMAH SULTAN KIZ ANADOLU İMAM HATİP LİSESİ (İSTANBUL - ÜSKÜDAR),İSTANBUL,ÜSKÜDAR,1,False,False,True,False
fatih_sultan_mehmet_vakif_universitesi,201410056,2023,AÇIK ÖĞRETİM LİSESİ ( - MERKEZE BAĞLI TAŞRA),,MERKEZE BAĞLI TAŞRA,5,False,False,False,True
fatih_sultan_mehmet_vakif_universitesi,201410056,2023,AYŞE HÜMEYRA ÖKTEN KIZ ANADOLU İMAM HATİP LİSESİ (İSTANBUL - ÜSKÜDAR),İSTANBUL,ÜSKÜDAR,1,False,False,True,False
fatih_sultan_mehmet_vakif_universitesi,201410056,2023,BAĞCILAR İBNİ SİNA ANADOLU LİSESİ (İSTANBUL - BAĞCILAR),İSTANBUL,BAĞCILAR,1,False,False,True,False
fatih_sultan_mehmet_vakif_universitesi,201410056,2023,BAKIRKÖY ANADOLU İMAM HATİP LİSESİ (İSTANBUL - BAKIRKÖY),İSTANBUL,BAKIRKÖY,1,False,False,True,False
fatih_sultan_mehmet_vakif_universitesi,201410056,2023,BOĞAZİÇİ KIZ ANADOLU İMAM HATİP LİSESİ (İSTANBUL - BEYKOZ),İSTANBUL,BEYKOZ,1,False,False,True,False
fatih_sultan_mehmet_vakif_universitesi,201410056,2023,DARICA NEŞET YALÇIN ANADOLU LİSESİ (KOCAELİ - DARICA),KOCAELİ,DARICA,1,False,False,True,False
fatih_sultan_mehmet_vakif_universitesi,201410056,2023,GEBKİM MESLEKİ VE TEKNİK ANADOLU LİSESİ (KOCAELİ - DİLOVASI),KOCAELİ,DİLOVASI,1,False,False,True,False
fatih_sultan_mehmet_vakif_universitesi,201410056,2023,HATİCE-LÜTFÜ AKCAN ANADOLU LİSESİ (GAZİANTEP - ŞEHİTKAMİL),GAZİANTEP,ŞEHİTKAMİL,1,False,False,True,False
fatih_sultan_mehmet_vakif_universitesi,201410056,2023,HÜRRİYET KIZ ANADOLU İMAM HATİP LİSESİ (İSTANBUL - KAĞITHANE),İSTANBUL,KAĞITHANE,1,False,False,True,False
fatih_sultan_mehmet_vakif_universitesi,201410056,2023,KÜÇÜKÇEKMECE ATATÜRK MESLEKİ VE TEKNİK ANADOLU LİSESİ (İSTANBUL - KÜÇÜKÇEKMECE),İSTANBUL,KÜÇÜKÇEKMECE,1,False,False,True,False
fatih_sultan_mehmet_vakif_universitesi,201410056,2023,MESLEKİ AÇIKÖĞRETİM LİSESİ ( - MERKEZE BAĞLI TAŞRA),,MERKEZE BAĞLI TAŞRA,1,False,False,False,False
fatih_sultan_mehmet_vakif_universitesi,201410056,2023,MİMAR SİNAN KIZ ANADOLU İMAM HATİP LİSESİ (İSTANBUL - SULTANGAZİ),İSTANBUL,SULTANGAZİ,1,False,False,True,False
fatih_sultan_mehmet_vakif_universitesi,201410056,2023,ÖZEL ASFA AHMET MİTHAT ANADOLU LİSESİ (İSTANBUL - ÜSKÜDAR),İSTANBUL,ÜSKÜDAR,1,True,False,True,False
fatih_sultan_mehmet_vakif_universitesi,201410056,2023,ÖZEL KUZEY ANADOLU LİSESİ (İSTANBUL - ATAŞEHİR),İSTANBUL,ATAŞEHİR,1,True,False,True,False
fatih_sultan_mehmet_vakif_universitesi,201410056,2023,ÖZEL ÜMRANİYE BİL ANADOLU LİSESİ (İSTANBUL - ÜMRANİYE),İSTANBUL,ÜMRANİYE,1,True,False,True,False
fatih_sultan_mehmet_vakif_universitesi,201410056,2023,RECEP TAYYİP ERDOĞAN KIZ ANADOLU İMAM HATİP LİSESİ (İSTANBUL - SULTANGAZİ),İSTANBUL,SULTANGAZİ,1,False,False,True,False
fatih_sultan_mehmet_vakif_universitesi,201410056,2023,SADABAD ANADOLU LİSESİ (İSTANBUL - KAĞITHANE),İSTANBUL,KAĞITHANE,1,False,False,True,False
fatih_sultan_mehmet_vakif_universitesi,201410056,2023,ŞENESENEVLER MUALLA SELCANOĞLU MESLEKİ VE TEKNİK ANADOLU LİSESİ (İSTANBUL - KADIKÖY),İSTANBUL,KADIKÖY,1,False,False,True,False
fatih_sultan_mehmet_vakif_universitesi,201410056,2023,TEB ATAŞEHİR ANADOLU LİSESİ (İSTANBUL - ATAŞEHİR),İSTANBUL,ATAŞEHİR,1,False,False,True,False
fatih_sultan_mehmet_vakif_universitesi,201410056,2023,ÜSKÜDAR MİHRİMAH SULTAN KIZ ANADOLU İMAM HATİP LİSESİ (İSTANBUL - ÜSKÜDAR),İSTANBUL,ÜSKÜDAR,1,False,False,True,False
fatih_sultan_mehmet_vakif_universitesi,201410056,2023,YAKACIK YÜKSEL İLHAN ALANYALI ÇOK PROGRAMLI ANADOLU LİSESİ (İSTANBUL - KARTAL),İSTANBUL,KARTAL,1,False,False,True,False
fatih_sultan_mehmet_vakif_universitesi,201410056,2024,AÇIK ÖĞRETİM İMAM HATİP LİSESİ ( - MERKEZE BAĞLI TAŞRA),,MERKEZE BAĞLI TAŞRA,1,False,False,False,True
fatih_sultan_mehmet_vakif_universitesi,201410056,2024,AÇIK ÖĞRETİM LİSESİ ( - MERKEZE BAĞLI TAŞRA),,MERKEZE BAĞLI TAŞRA,2,False,False,False,True
fatih_sultan_mehmet_vakif_universitesi,201410056,2024,ÖZEL ÇEKMEKÖY OKYANUS ANADOLU LİSESİ (İSTANBUL - ÇEKMEKÖY),İSTANBUL,ÇEKMEKÖY,1,True,False,True,False
fatih_sultan_mehmet_vakif_universitesi,201410056,2024,ÖZEL EYÜPSULTAN BERİL ANADOLU LİSESİ (İSTANBUL - EYÜPSULTAN),İSTANBUL,EYÜPSULTAN,1,True,False,True,False
fatih_sultan_mehmet_vakif_universitesi,201410056,2024,ÖZEL SULTANBEYLİ KARDELEN MESLEKİ VE TEKNİK ANADOLU LİSESİ (İSTANBUL - SULTANBEYLİ),İSTANBUL,SULTANBEYLİ,1,True,False,True,False
fatih_sultan_mehmet_vakif_universitesi,201410056,2024,SUADİYE HACI MUSTAFA TARMAN ANADOLU LİSESİ (İSTANBUL - KADIKÖY),İSTANBUL,KADIKÖY,1,False,False,True,False
fatih_sultan_mehmet_vakif_universitesi,201410056,2024,TEVFİK İLERİ ANADOLU İMAM HATİP LİSESİ (ANKARA - YENİMAHALLE),ANKARA,YENİMAHALLE,1,False,False,True,False
fatih_sultan_mehmet_vakif_universitesi,201410056,2024,ÜMİT MERİÇ KIZ ANADOLU İMAM HATİP LİSESİ (İSTANBUL - ATAŞEHİR),İSTANBUL,ATAŞEHİR,1,False,False,True,False
fatih_sultan_mehmet_vakif_universitesi,201410065,2022,AKYAZI ANADOLU LİSESİ (SAKARYA - AKYAZI),SAKARYA,AKYAZI,1,False,False,True,False
fatih_sultan_mehmet_vakif_universitesi,201410065,2022,ATATÜRK ANADOLU LİSESİ (BATMAN - MERKEZ),BATMAN,MERKEZ,1,False,False,True,False
fatih_sultan_mehmet_vakif_universitesi,201410065,2022,BAKIRKÖY ANADOLU LİSESİ (İSTANBUL - BAKIRKÖY),İSTANBUL,BAKIRKÖY,1,False,False,True,False
fatih_sultan_mehmet_vakif_universitesi,201410065,2022,HIZIR REİS KIZ ANADOLU İMAM HATİP LİSESİ (İSTANBUL - BAĞCILAR),İSTANBUL,BAĞCILAR,1,False,False,True,False
fatih_sultan_mehmet_vakif_universitesi,201410065,2022,İSTANBUL TİCARET ODASI MARMARA ANADOLU İMAM HATİP LİSESİ (İSTANBUL - ÜSKÜDAR),İSTANBUL,ÜSKÜDAR,1,False,False,True,False
fatih_sultan_mehmet_vakif_universitesi,201410065,2022,KIRKLARELİ ANADOLU LİSESİ (KIRKLARELİ - MERKEZ),KIRKLARELİ,MERKEZ,1,False,False,True,False
fatih_sultan_mehmet_vakif_universitesi,201410065,2022,MESLEKİ AÇIKÖĞRETİM LİSESİ ( - MERKEZE BAĞLI TAŞRA),,MERKEZE BAĞLI TAŞRA,1,False,False,False,False
fatih_sultan_mehmet_vakif_universitesi,201410065,2022,ÖZEL MALTEPE İSTANBUL EĞİTİM BİLİMLERİ TEMEL LİSESİ (İSTANBUL - MALTEPE),İSTANBUL,MALTEPE,1,True,False,False,False
fatih_sultan_mehmet_vakif_universitesi,201410065,2022,ŞEHİT SUAT AKINCI KIZ ANADOLU İMAM HATİP LİSESİ (MANİSA - TURGUTLU),MANİSA,TURGUTLU,1,False,False,True,False
fatih_sultan_mehmet_vakif_universitesi,201410065,2022,ÜSKÜDAR MİHRİMAH SULTAN KIZ ANADOLU İMAM HATİP LİSESİ (İSTANBUL - ÜSKÜDAR),İSTANBUL,ÜSKÜDAR,1,False,False,True,False
