yop_kodu,bir_kontenjana_talip_olan_aday_sayisi_2025,ilk_uc_sirada_tercih_eden_sayisi_2025,ilk_uc_sirada_tercih_eden_orani_2025,ilk_uc_tercih_olarak_yerlesen_sayisi_2025,ilk_uc_tercih_olarak_yerlesen_orani_2025
103110981,"24,0",799.0,"40,7",16.0,"19,5"
103110999,"22,0",369.0,"32,2",14.0,"26,9"
103111016,"2,0",1.0,"50,0",,
103111025,"1,0",0.0,"0,0",,
103111079,"28,1",380.0,"33,0",21.0,"51,2"
103111088,"28,3",169.0,"19,3",4.0,"12,9"
103111113,"11,7",102.0,"24,2",12.0,"33,3"
103190411,"12,0",2.0,"16,7",0.0,"0,0"
103190493,"66,5",847.0,"31,1",11.0,"26,8"
103190550,"15,9",198.0,"30,5",18.0,"43,9"
103190551,"5,0",3.0,"60,0",1.0,"100,0"
103190552,"15,0",169.0,"31,3",18.0,"50,0"
103190560,"12,3",195.0,"25,5",20.0,"32,3"
103190561,"28,5",686.0,"38,8",19.0,"30,6"
103190562,"26,4",713.0,"40,2",27.0,"40,3"
103190628,"2,0",1.0,"25,0",1.0,"100,0"
103190631,"39,6",540.0,"22,0",6.0,"9,7"
103190632,"17,3",50.0,"22,2",11.0,"84,6"
103190635,"48,8",977.0,"48,8",29.0,"70,7"
103190636,"42,6",480.0,"27,5",7.0,"17,1"
103190649,"25,3",209.0,"22,9",9.0,"25,0"
103190656,"1,0",0.0,"0,0",,
103190677,"28,4",657.0,"28,2",34.0,"41,5"
103190698,"7,0",4.0,"57,1",1.0,"100,0"
103190705,"3,0",2.0,"66,7",1.0,"100,0"
103190712,"7,6",16.0,"42,1",2.0,"40,0"
103190719,"23,0",4.0,"17,4",1.0,"100,0"
103190740,"9,0",57.0,"42,2",8.0,"53,3"
103190747,"28,0",409.0,"28,1",11.0,"21,2"
103210017,"20,8",117.0,"12,0",9.0,"19,1"
103210026,"9,1",47.0,"12,6",18.0,"43,9"
103210035,"12,1",60.0,"12,0",22.0,"53,7"
103210044,"17,0",107.0,"14,3",14.0,"31,8"
103210053,"9,4",54.0,"17,9",16.0,"50,0"
103210062,"13,2",45.0,"10,7",6.0,"19,4"
103210071,"10,5",22.0,"9,6",2.0,"9,5"
103210098,"25,4",84.0,"12,2",1.0,"3,8"
103210105,"14,6",78.0,"9,9",5.0,"9,6"
103210114,"14,9",71.0,"14,9",5.0,"15,6"
103210123,"11,6",55.0,"14,9",19.0,"59,4"
103210132,"9,8",48.0,"15,4",13.0,"40,6"
103210141,"25,4",206.0,"10,3",8.0,"10,4"
103210159,"27,4",300.0,"13,9",11.0,"14,3"
103210168,"29,3",261.0,"13,9",16.0,"25,4"
103210177,"35,0",443.0,"13,2",7.0,"7,5"
103210186,"28,9",155.0,"8,6",3.0,"4,8"
103210195,"14,6",131.0,"10,2",5.0,"5,7"
103210202,"15,7",15.0,"4,6",6.0,"28,6"
103210238,"20,9",103.0,"6,0",5.0,"6,1"
103210326,"14,7",127.0,"16,0",10.0,"19,2"
103210389,"15,7",115.0,"8,9",7.0,"8,5"
103210414,"20,7",261.0,"15,9",19.0,"24,1"
103210423,"1,2",0.0,"0,0",,
103210432,"13,0",85.0,"10,2",5.0,"8,1"
103210502,"22,1",43.0,"4,7",2.0,"4,9"
103210529,"11,9",81.0,"16,2",9.0,"21,4"
103210538,"7,2",7.0,"3,7",6.0,"23,1"
103210592,"6,2",123.0,"21,7",27.0,"30,3"
103290176,"21,1",18.0,"3,3",0.0,"0,0"
103290182,"18,3",5.0,"1,3",0.0,"0,0"
103290187,"20,0",216.0,"21,6",8.0,"16,0"
103290192,"18,2",95.0,"14,1",7.0,"18,9"
103290206,"17,2",206.0,"12,5",11.0,"11,8"
103290208,"15,4",96.0,"14,8",6.0,"14,6"
103290209,"16,6",247.0,"18,9",31.0,"40,3"
103290211,"14,4",154.0,"13,6",8.0,"10,3"
103290218,"19,2",180.0,"11,2",5.0,"6,1"
103290220,"22,4",164.0,"17,4",4.0,"9,8"
103290223,"8,3",34.0,"12,8",9.0,"29,0"
103290240,"19,5",111.0,"11,0",8.0,"15,4"
103290247,"7,7",37.0,"21,8",11.0,"50,0"
103290275,"11,0",1.0,"9,1",0.0,"0,0"
103290282,"21,1",171.0,"15,0",7.0,"13,5"
103310016,"16,2",92.0,"17,7",5.0,"15,6"
103310025,"24,8",301.0,"28,9",17.0,"40,5"
103310034,"23,3",179.0,"20,8",12.0,"32,4"
103310097,"20,8",269.0,"9,0",15.0,"10,4"
103310122,"18,1",89.0,"11,7",5.0,"12,2"
103310131,"17,9",161.0,"13,4",10.0,"14,9"
103310149,"22,4",63.0,"12,8",2.0,"9,5"
103310167,"14,6",41.0,"12,8",3.0,"14,3"
103310176,"15,7",184.0,"11,9",10.0,"10,2"
103310185,"31,7",232.0,"10,2",5.0,"6,9"
103310201,"33,0",278.0,"15,6",9.0,"16,7"
103310219,"9,5",43.0,"14,2",10.0,"31,3"
103310282,"24,8",135.0,"13,3",10.0,"24,4"
103310291,"32,0",138.0,"7,0",7.0,"11,3"
103310307,"11,3",63.0,"20,7",14.0,"51,9"
103310361,"7,2",17.0,"8,2",9.0,"31,0"
103310397,"1,5",1.0,"5,9",,
103310404,"11,4",71.0,"19,5",18.0,"56,3"
103310413,"6,3",18.0,"10,6",10.0,"37,0"
103310449,"17,2",276.0,"21,6",10.0,"13,7"
103310458,"15,0",150.0,"23,9",20.0,"48,8"
103310467,"19,1",67.0,"11,3",6.0,"19,4"
103310476,"13,6",68.0,"7,5",5.0,"7,5"
103310485,"10,5",77.0,"17,4",12.0,"28,6"
103310494,"9,3",62.0,"16,2",26.0,"63,4"
103310501,"17,5",93.0,"16,6",11.0,"34,4"
103310519,"7,1",15.0,"10,1",4.0,"19,0"
103310528,"24,0",166.0,"16,9",5.0,"12,2"
103310537,"8,2",178.0,"19,0",74.0,"64,9"
103310546,"27,2",246.0,"18,5",11.0,"22,4"
103310555,"22,4",95.0,"13,7",8.0,"25,8"
103310573,"21,7",143.0,"13,5",5.0,"10,4"
103310582,"28,3",683.0,"15,3",26.0,"16,5"
103310591,"44,8",283.0,"19,8",8.0,"25,0"
103310607,"10,0",63.0,"19,6",12.0,"37,5"
103310616,"22,2",140.0,"15,0",8.0,"19,0"
103390115,"10,6",109.0,"19,0",15.0,"28,3"
103390120,"28,3",134.0,"11,3",2.0,"4,8"
103390121,"39,2",269.0,"13,2",9.0,"17,3"
103390122,"8,0",11.0,"8,6",7.0,"43,8"
103390125,"4,2",36.0,"20,6",16.0,"38,1"
103390126,"17,1",88.0,"16,1",13.0,"40,6"
103390127,"18,3",63.0,"12,7",8.0,"29,6"
103390162,"12,4",57.0,"14,4",3.0,"9,7"
103390163,"16,5",234.0,"18,0",17.0,"22,1"
103390166,"24,7",18.0,"3,5",5.0,"23,8"
103390168,"13,1",82.0,"23,1",13.0,"48,1"
103390196,"20,9",259.0,"22,9",10.0,"18,5"
103390197,"19,6",51.0,"20,0",8.0,"61,5"
103390199,"18,8",194.0,"15,4",10.0,"14,9"
103390200,"12,1",52.0,"13,5",7.0,"22,6"
103390209,"45,2",135.0,"9,6",0.0,"0,0"
103390216,"10,6",68.0,"20,0",11.0,"34,4"
103390230,"3,6",13.0,"16,3",9.0,"40,9"
103410015,"20,3",866.0,"34,7",73.0,"59,3"
103410024,"28,7",579.0,"26,2",21.0,"27,3"
103410033,"16,8",327.0,"29,0",24.0,"35,8"
103410042,"16,1",333.0,"33,4",20.0,"32,3"
103410069,"14,5",166.0,"28,0",19.0,"46,3"
103410078,"14,9",166.0,"30,9",23.0,"63,9"
103410087,"25,4",799.0,"38,3",30.0,"36,6"
103410096,"39,4",1083.0,"52,9",30.0,"57,7"
103410103,"17,6",169.0,"30,9",20.0,"64,5"
103410112,"17,5",236.0,"32,9",13.0,"31,7"
103410121,"23,0",235.0,"32,9",22.0,"71,0"
103410139,"14,8",155.0,"33,8",18.0,"58,1"
103410148,"7,6",22.0,"13,8",9.0,"42,9"
103410157,"22,4",200.0,"28,8",19.0,"61,3"
103410166,"18,0",235.0,"31,8",15.0,"36,6"
103410175,"21,3",257.0,"29,4",12.0,"29,3"
103410184,"12,1",206.0,"29,9",14.0,"24,6"
103410193,"19,8",233.0,"28,7",13.0,"31,7"
103410209,"11,8",319.0,"29,0",32.0,"34,4"
103410218,"12,3",167.0,"26,1",16.0,"30,8"
103410227,"13,4",234.0,"21,3",33.0,"40,2"
103410236,"21,7",317.0,"28,1",12.0,"23,1"
103410245,"13,3",277.0,"25,5",33.0,"40,2"
103410263,"58,8",1232.0,"33,8",9.0,"14,5"
103410272,"40,8",686.0,"32,3",9.0,"17,3"
103410306,"22,6",270.0,"29,1",24.0,"58,5"
103410315,"29,4",403.0,"33,4",19.0,"46,3"
103410324,"32,9",522.0,"38,7",25.0,"61,0"
103410396,"23,4",407.0,"24,1",26.0,"36,1"
103410457,"14,9",2253.0,"46,0",238.0,"72,6"
103410466,"39,8",318.0,"30,7",9.0,"34,6"
103410606,"9,8",223.0,"33,9",30.0,"44,8"
103410615,"8,6",109.0,"24,4",33.0,"63,5"
103410624,"13,5",360.0,"34,7",45.0,"58,4"
103410633,"18,0",193.0,"34,6",14.0,"45,2"
103410642,"25,4",403.0,"51,3",21.0,"67,7"
103410651,"11,7",84.0,"27,7",8.0,"30,8"
103410669,"12,0",187.0,"37,9",25.0,"61,0"
103410687,"13,7",71.0,"19,9",6.0,"23,1"
103410696,"16,6",192.0,"28,2",16.0,"39,0"
103410703,"12,1",88.0,"20,1",8.0,"22,2"
103410712,"13,2",177.0,"28,5",22.0,"46,8"
103410748,"14,8",159.0,"34,6",19.0,"61,3"
103410757,"10,7",87.0,"26,2",20.0,"64,5"
103410775,"4,0",11.0,"10,7",9.0,"42,9"
103410784,"11,9",144.0,"39,0",20.0,"64,5"
103410793,"20,8",2451.0,"45,7",127.0,"49,4"
103410872,"31,0",7.0,"22,6",0.0,"0,0"
103410906,"23,2",219.0,"30,4",11.0,"35,5"
103410915,"19,9",443.0,"42,7",39.0,"75,0"
103410924,"3,0",0.0,"0,0",0.0,"0,0"
103410933,"7,0",0.0,"0,0",,
103410942,"30,8",324.0,"37,6",12.0,"42,9"
103410951,"33,1",867.0,"28,2",27.0,"29,0"
103410978,"14,0",5.0,"35,7",1.0,"100,0"
103490164,"13,4",456.0,"50,9",52.0,"77,6"
103490273,"17,4",331.0,"46,3",28.0,"68,3"
103490362,"13,2",310.0,"35,0",36.0,"53,7"
103490363,"26,8",933.0,"48,4",35.0,"48,6"
103490364,"19,3",397.0,"25,1",22.0,"26,8"
103490365,"32,1",639.0,"34,3",31.0,"53,4"
103490438,"27,1",256.0,"30,5",9.0,"29,0"
103490442,"26,4",560.0,"37,3",26.0,"45,6"
103490456,"29,0",187.0,"20,8",7.0,"22,6"
103490477,"14,1",251.0,"24,8",21.0,"29,2"
103490484,"2,8",17.0,"19,8",14.0,"45,2"
103490491,"40,1",596.0,"28,6",17.0,"32,7"
103490498,"15,9",223.0,"22,7",22.0,"35,5"
103490505,"26,0",329.0,"30,9",7.0,"17,1"
103490512,"30,6",484.0,"22,0",15.0,"20,8"
103490519,"5,0",114.0,"26,1",30.0,"34,1"
103490533,,,,,
103490575,"12,5",278.0,"34,2",44.0,"67,7"
103490582,"30,1",60.0,"28,4",6.0,"85,7"
103490589,"21,0",5.0,"23,8",1.0,"100,0"
103490603,"9,0",1.0,"11,1",,
103490610,"6,0",2.0,"33,3",,
103510014,"27,5",304.0,"15,4",2.0,"2,8"
103510023,"34,0",242.0,"13,7",2.0,"3,8"
103510041,"1,1",6.0,"15,8",3.0,"42,9"
103510059,"10,9",78.0,"13,7",22.0,"42,3"
103510068,"25,4",358.0,"34,3",24.0,"58,5"
103510077,"20,5",272.0,"28,2",20.0,"42,6"
103510086,"7,7",115.0,"28,9",35.0,"67,3"
103510095,"8,8",137.0,"29,8",28.0,"53,8"
103510102,"10,7",116.0,"26,4",18.0,"43,9"
103510111,"11,4",84.0,"23,7",16.0,"51,6"
103510129,"16,5",258.0,"33,3",30.0,"63,8"
103510138,"12,7",53.0,"19,9",9.0,"42,9"
103510147,"20,3",446.0,"30,6",43.0,"59,7"
103510156,"17,5",267.0,"37,2",24.0,"58,5"
103510165,"16,8",97.0,"17,0",7.0,"20,6"
103510174,"15,8",209.0,"32,2",18.0,"43,9"
103510183,"12,5",169.0,"21,8",20.0,"32,3"
103510192,"12,7",113.0,"17,1",9.0,"17,3"
103510208,"11,3",69.0,"23,4",18.0,"69,2"
103510217,"14,0",135.0,"31,1",20.0,"64,5"
103510226,"12,7",129.0,"32,8",19.0,"61,3"
103510235,"32,3",735.0,"22,1",19.0,"18,4"
103510262,"26,1",567.0,"30,2",33.0,"45,8"
103510271,"7,6",355.0,"30,7",103.0,"67,8"
103510289,"15,8",133.0,"20,6",14.0,"34,1"
103510298,"18,7",188.0,"24,5",22.0,"53,7"
103510305,"8,9",97.0,"15,2",28.0,"38,9"
103510314,"20,3",134.0,"21,3",14.0,"45,2"
103510332,"2,0",0.0,"0,0",0.0,"0,0"
103510341,"38,0",380.0,"16,1",12.0,"19,4"
103510359,"17,6",257.0,"15,7",19.0,"20,4"
103510368,"5,8",3.0,"4,7",2.0,"18,2"
103510377,"16,5",86.0,"11,1",11.0,"23,4"
103510395,"22,3",201.0,"9,7",9.0,"9,7"
103510402,"6,2",2.0,"2,9",0.0,"0,0"
103510411,"13,1",856.0,"22,7",118.0,"41,1"
103510429,"24,6",504.0,"25,0",23.0,"28,0"
103510677,"17,2",186.0,"26,4",19.0,"46,3"
103510686,"6,5",17.0,"8,5",6.0,"19,4"
103510729,"12,3",77.0,"9,4",11.0,"16,4"
103510765,"5,3",2.0,"3,4",0.0,"0,0"
103510774,"11,2",140.0,"26,6",19.0,"40,4"
103510826,"23,2",216.0,"33,3",11.0,"39,3"
103510835,"27,2",1440.0,"32,3",78.0,"47,6"
103510862,"22,9",319.0,"26,8",25.0,"48,1"
103510898,"14,1",99.0,"22,7",16.0,"51,6"
103510905,"9,8",76.0,"21,7",15.0,"41,7"
103510914,"6,1",20.0,"7,0",9.0,"19,1"
103510923,"17,9",117.0,"21,1",9.0,"29,0"
103511075,"28,6",872.0,"39,6",39.0,"50,6"
103511109,"31,3",719.0,"34,3",11.0,"16,4"
103590181,"13,6",143.0,"16,9",16.0,"25,8"
103590184,"5,1",52.0,"21,5",14.0,"29,8"
103590276,"1,0",1.0,"33,3",,
103590343,"32,4",820.0,"37,8",23.0,"34,3"
103590346,"3,7",26.0,"22,8",18.0,"58,1"
103590350,"4,6",46.0,"32,4",20.0,"64,5"
103590351,"3,0",14.0,"15,2",6.0,"19,4"
103590453,"15,5",183.0,"26,9",19.0,"43,2"
103590454,"11,1",102.0,"19,5",13.0,"27,7"
103590455,"28,5",332.0,"28,4",9.0,"22,0"
103590456,"16,1",66.0,"24,1",10.0,"58,8"
103590464,"13,9",237.0,"25,4",22.0,"32,8"
103590471,"13,9",37.0,"7,4",5.0,"13,9"
103590478,"0,3",0.0,"0,0",,
103590485,"16,5",52.0,"15,0",4.0,"19,0"
103590492,"16,6",127.0,"24,7",14.0,"45,2"
103590499,"15,5",103.0,"21,5",11.0,"35,5"
103590506,"14,9",124.0,"26,9",12.0,"38,7"
103590513,"14,6",54.0,"17,6",5.0,"23,8"
103590520,"18,8",156.0,"26,7",7.0,"22,6"
103590527,"14,8",67.0,"17,4",9.0,"34,6"
103590534,"17,0",19.0,"5,3",3.0,"14,3"
103610013,"0,6",1.0,"14,3",,
103610022,"6,5",2.0,"2,8",2.0,"20,0"
103610031,"24,1",171.0,"13,7",14.0,"26,9"
103610049,"10,5",74.0,"17,2",24.0,"58,5"
103610058,"11,8",81.0,"14,6",24.0,"51,1"
103610067,"10,1",33.0,"14,8",8.0,"36,4"
103610076,"7,4",44.0,"18,6",15.0,"48,4"
103610085,"28,2",905.0,"17,4",14.0,"7,6"
103610101,"41,0",614.0,"9,7",9.0,"5,8"
103610137,"23,2",114.0,"11,7",19.0,"45,2"
103610146,"20,2",110.0,"13,0",13.0,"31,0"
103610155,"12,7",116.0,"16,9",26.0,"48,1"
103610164,"12,5",32.0,"11,6",4.0,"19,0"
103610182,"15,9",52.0,"14,9",3.0,"13,6"
103610207,"7,3",191.0,"16,8",86.0,"55,1"
103610216,"8,5",45.0,"16,6",19.0,"59,4"
103610225,"19,2",75.0,"12,6",13.0,"41,9"
103610243,"3,7",4.0,"9,8",2.0,"18,2"
103610261,"26,5",166.0,"19,6",9.0,"28,1"
103610279,"34,5",273.0,"12,8",0.0,"0,0"
103610288,"20,1",140.0,"15,9",15.0,"34,1"
103610313,"7,8",52.0,"15,9",27.0,"64,3"
103610331,"15,5",160.0,"21,1",27.0,"55,1"
103610349,"14,5",207.0,"23,1",7.0,"11,3"
103610358,"16,0",73.0,"14,3",7.0,"21,9"
103610367,"18,7",99.0,"18,2",7.0,"24,1"
103610376,"32,2",452.0,"13,2",27.0,"25,5"
103690062,"82,5",365.0,"10,8",2.0,"4,9"
103690063,"28,2",208.0,"18,0",9.0,"22,0"
103690088,"8,2",48.0,"12,0",6.0,"12,5"
103690089,"13,3",116.0,"16,2",19.0,"35,8"
103690102,"15,0",46.0,"17,0",14.0,"77,8"
103690109,"9,3",42.0,"5,9",11.0,"14,3"
103690116,"7,7",5.0,"4,1",1.0,"6,3"
103690123,"40,0",216.0,"25,7",3.0,"14,3"
103690158,"33,1",160.0,"23,0",2.0,"9,5"
103690172,"22,4",76.0,"10,6",5.0,"15,6"
103690179,"3,5",4.0,"10,5",2.0,"20,0"
103710012,"22,0",19.0,"3,3",2.0,"7,7"
103710021,"22,6",94.0,"13,0",6.0,"19,4"
103710039,"12,3",93.0,"18,0",11.0,"26,2"
103710048,"14,4",129.0,"14,0",10.0,"16,1"
103710057,"19,9",203.0,"18,9",18.0,"34,0"
103710066,"10,5",9.0,"7,8",4.0,"36,4"
103710075,"8,7",43.0,"15,4",16.0,"50,0"
103710084,"11,0",47.0,"15,8",11.0,"40,7"
103710093,"7,4",48.0,"20,3",19.0,"59,4"
103710109,"17,8",65.0,"7,0",8.0,"15,4"
103710118,"12,0",91.0,"9,9",4.0,"5,2"
103730105,"16,9",260.0,"28,4",23.0,"42,6"
103730107,"18,2",136.0,"11,7",9.0,"14,5"
103730108,"14,5",20.0,"3,8",2.0,"5,6"
103730109,"16,0",73.0,"11,2",6.0,"14,6"
103730110,"21,0",112.0,"18,4",6.0,"20,7"
103730111,"37,7",698.0,"28,9",20.0,"31,3"
103730118,"24,9",165.0,"17,9",4.0,"10,8"
103730132,"13,9",88.0,"17,5",8.0,"22,2"
103730139,"3,5",4.0,"10,3",1.0,"50,0"
103730146,"18,2",106.0,"18,2",9.0,"28,1"
103810029,"2,7",3.0,"3,6",2.0,"13,3"
103810038,"18,1",93.0,"9,9",13.0,"25,0"
103810047,"28,5",295.0,"22,0",3.0,"6,4"
103810056,"22,0",115.0,"16,3",5.0,"16,1"
103810065,"17,4",104.0,"16,1",8.0,"22,2"
103810074,"17,7",111.0,"11,6",7.0,"13,5"
103810083,"9,8",161.0,"25,8",21.0,"33,9"
103810092,"24,9",124.0,"15,6",4.0,"12,9"
103810117,"17,3",105.0,"19,0",10.0,"31,3"
103810126,"13,7",66.0,"15,0",12.0,"37,5"
103810135,"38,8",378.0,"12,3",3.0,"3,8"
103810144,"79,8",500.0,"14,9",6.0,"14,3"
103810153,"56,1",632.0,"20,9",7.0,"13,2"
103810162,"35,3",241.0,"16,3",3.0,"7,1"
103810171,"15,7",391.0,"23,1",22.0,"20,4"
103810189,"38,5",478.0,"17,2",4.0,"5,6"
103810198,"22,3",422.0,"17,6",13.0,"12,0"
103810205,"28,5",201.0,"13,6",7.0,"13,5"
103810223,"24,2",278.0,"17,2",3.0,"4,5"
103810232,"12,6",53.0,"13,5",9.0,"29,0"
103810241,"27,5",403.0,"15,8",5.0,"5,4"
103810259,"19,5",134.0,"10,2",7.0,"10,4"
103810268,"15,8",151.0,"13,3",8.0,"11,1"
103810277,"20,9",1359.0,"24,4",67.0,"25,1"
103810374,"31,1",179.0,"18,6",5.0,"16,1"
103810383,"22,6",143.0,"23,5",12.0,"44,4"
103810408,"26,7",113.0,"19,3",8.0,"36,4"
103810417,"22,6",121.0,"24,3",10.0,"45,5"
103810435,"53,7",558.0,"16,8",4.0,"6,5"
103810444,"10,6",301.0,"22,7",68.0,"54,4"
103810453,"17,1",100.0,"21,6",10.0,"37,0"
103810489,"25,9",267.0,"19,1",5.0,"9,3"
103810498,"25,1",183.0,"17,8",8.0,"19,5"
103810532,"17,7",226.0,"18,5",12.0,"17,6"
103810541,"12,8",374.0,"37,1",50.0,"63,3"
103810559,"2,0",1.0,"25,0",1.0,"100,0"
103810577,"28,9",391.0,"26,0",16.0,"30,8"
103810586,"58,1",863.0,"20,1",22.0,"29,7"
103810595,"58,0",1984.0,"32,2",41.0,"38,7"
103810602,"49,1",328.0,"20,9",6.0,"18,8"
103890042,"29,2",554.0,"32,1",31.0,"52,5"
103890127,"11,6",88.0,"16,1",19.0,"40,4"
103890170,"8,7",141.0,"20,6",17.0,"21,8"
103890226,"54,0",861.0,"22,1",4.0,"5,6"
103890227,"24,1",52.0,"15,4",6.0,"42,9"
103890229,"30,1",746.0,"36,9",31.0,"46,3"
103890230,"21,5",65.0,"11,6",4.0,"15,4"
103890239,"26,8",208.0,"24,3",8.0,"25,0"
103890246,"23,1",168.0,"17,3",5.0,"11,9"
103890253,"38,9",553.0,"26,3",5.0,"9,3"
103890260,"2,0",0.0,"0,0",,
103910028,"1,3",0.0,"0,0",0.0,"0,0"
103910037,"6,2",38.0,"13,6",20.0,"44,4"
103910046,"18,9",322.0,"29,9",26.0,"45,6"
103910055,"7,7",108.0,"31,1",33.0,"73,3"
103910064,"7,7",106.0,"24,2",34.0,"59,6"
103910082,"12,7",49.0,"14,3",7.0,"25,9"
103910125,"14,4",76.0,"16,5",9.0,"28,1"
103910134,"16,6",111.0,"24,8",11.0,"40,7"
103910188,"12,8",107.0,"18,6",22.0,"48,9"
103910197,"12,8",285.0,"20,6",39.0,"36,1"
103910213,"17,1",144.0,"12,4",12.0,"17,6"
103910222,"6,4",39.0,"15,3",15.0,"37,5"
103910258,"16,5",40.0,"6,1",1.0,"2,5"
103910364,"17,0",842.0,"20,8",93.0,"39,2"
103910373,"26,7",588.0,"24,5",20.0,"22,2"
103910434,"8,9",126.0,"35,5",24.0,"60,0"
103910443,"16,8",203.0,"25,1",20.0,"41,7"
103910452,"6,5",14.0,"5,4",5.0,"12,5"
103910479,"14,5",113.0,"17,3",17.0,"37,8"
103910504,"6,4",5.0,"3,4",1.0,"4,3"
103910549,"0,7",0.0,"0,0",0.0,"0,0"
103910567,"4,8",1.0,"1,7",0.0,"0,0"
103910576,"0,8",0.0,"0,0",0.0,"0,0"
103910585,"7,7",247.0,"28,9",44.0,"39,6"
103910594,"9,9",51.0,"19,1",4.0,"14,8"
103910601,"19,8",275.0,"24,4",33.0,"57,9"
103910628,"13,8",230.0,"29,2",30.0,"52,6"
103910637,"5,8",65.0,"56,0",13.0,"65,0"
103910646,"12,8",51.0,"8,8",9.0,"20,0"
103910707,"16,6",201.0,"21,2",25.0,"43,9"
103910716,"7,5",321.0,"30,1",102.0,"71,3"
103910725,"17,4",122.0,"15,6",26.0,"57,8"
103910743,"5,6",64.0,"19,2",17.0,"28,3"
103910752,"3,8",16.0,"21,3",7.0,"35,0"
103910822,"15,1",267.0,"28,0",46.0,"73,0"
103910831,"12,3",321.0,"32,9",43.0,"54,4"
103910858,"4,8",13.0,"14,1",5.0,"35,7"
103910867,"41,2",488.0,"17,4",4.0,"5,9"
103910876,"22,8",204.0,"28,8",8.0,"25,8"
103910885,"49,4",706.0,"18,1",12.0,"15,2"
103910894,"39,8",1649.0,"36,7",77.0,"68,1"
103910919,"12,2",134.0,"24,5",18.0,"40,0"
103910928,"13,2",112.0,"18,8",15.0,"33,3"
103910937,"24,6",243.0,"29,1",18.0,"52,9"
103990108,"22,8",250.0,"19,2",22.0,"38,6"
103990109,"31,0",432.0,"30,9",25.0,"55,6"
103990110,"9,6",102.0,"18,6",22.0,"38,6"
103990111,,,,,
103990113,"28,1",343.0,"20,7",8.0,"13,6"
103990153,"6,8",100.0,"19,9",33.0,"44,6"
103990181,"29,3",391.0,"29,7",5.0,"11,1"
103990182,"21,8",410.0,"29,9",9.0,"14,3"
103990239,"18,8",77.0,"27,3",9.0,"60,0"
103990241,"0,5",2.0,"33,3",,
103990273,"57,4",240.0,"12,3",1.0,"2,9"
103990280,"11,4",36.0,"16,7",9.0,"47,4"
103990287,"7,9",47.0,"20,4",14.0,"48,3"
103990294,"17,3",266.0,"34,1",20.0,"44,4"
103990308,"0,5",0.0,"0,0",,
103990315,"4,0",6.0,"8,3",3.0,"16,7"
103990322,"0,5",0.0,"0,0",0.0,"0,0"
103990329,"11,4",174.0,"38,2",18.0,"45,0"
103990336,"2,8",1.0,"3,0",1.0,"12,5"
103990343,"6,3",5.0,"6,6",1.0,"8,3"
103990350,"3,3",2.0,"2,6",2.0,"8,7"
103990357,"7,9",105.0,"21,0",18.0,"28,6"
103990364,"10,0",79.0,"23,2",21.0,"61,8"
103990371,"5,1",65.0,"17,1",24.0,"32,4"
103990378,"17,5",291.0,"21,0",25.0,"31,6"
103990385,"16,4",63.0,"13,2",12.0,"41,4"
103990392,"12,4",116.0,"27,5",18.0,"52,9"
103990399,"11,4",84.0,"27,3",19.0,"70,4"
103990406,"9,7",86.0,"32,7",11.0,"40,7"
104010016,"11,9",144.0,"37,7",18.0,"56,3"
104010025,"18,3",322.0,"47,5",17.0,"45,9"
104010034,"13,4",124.0,"29,0",14.0,"43,8"
104010043,"17,7",140.0,"29,2",11.0,"40,7"
104010052,"30,0",832.0,"77,0",36.0,"100,0"
104010061,"37,8",338.0,"28,0",23.0,"71,9"
104010079,"43,8",433.0,"30,9",19.0,"59,4"
104010088,"18,1",177.0,"26,4",12.0,"32,4"
104010097,"32,1",288.0,"28,1",12.0,"37,5"
104010113,"22,4",459.0,"63,9",29.0,"90,6"
104010122,"15,4",107.0,"22,4",10.0,"32,3"
104010131,"14,1",116.0,"22,8",10.0,"27,8"
104070070,"6,0",4.0,"66,7",1.0,"100,0"
104110015,"29,9",819.0,"26,6",31.0,"30,1"
104110024,"51,5",555.0,"17,4",5.0,"8,1"
104110078,"15,3",213.0,"22,5",13.0,"21,0"
104110103,"17,6",170.0,"23,5",18.0,"43,9"
104110112,"20,8",253.0,"19,7",12.0,"19,4"
104110121,"23,0",225.0,"18,8",12.0,"23,1"
104110139,"16,9",260.0,"21,4",22.0,"30,6"
104110193,"19,8",260.0,"25,3",15.0,"28,8"
104110209,"7,1",174.0,"47,2",29.0,"55,8"
104110218,"8,3",32.0,"14,7",10.0,"38,5"
104110227,"8,0",14.0,"6,7",2.0,"7,7"
104110236,"10,5",78.0,"28,5",17.0,"65,4"
104110245,"3,6",11.0,"14,5",6.0,"28,6"
104110254,"5,8",28.0,"11,8",13.0,"31,7"
104110263,"6,8",23.0,"13,0",4.0,"15,4"
104110272,"18,9",128.0,"16,5",9.0,"22,0"
104110299,"11,8",208.0,"34,0",25.0,"48,1"
104110306,"29,6",812.0,"44,2",25.0,"40,3"
104110315,"13,3",30.0,"10,8",3.0,"14,3"
104110324,"15,2",127.0,"27,0",14.0,"45,2"
104110333,"17,0",334.0,"31,6",19.0,"30,6"
104110342,"20,4",487.0,"38,6",31.0,"50,0"
104110351,"10,9",178.0,"31,3",30.0,"57,7"
104110369,"9,5",91.0,"30,8",25.0,"80,6"
104110378,"8,7",103.0,"38,3",21.0,"67,7"
104110387,"8,0",168.0,"40,4",29.0,"55,8"
104110624,"18,4",501.0,"27,8",37.0,"37,8"
